claim_id,qkey,value,unit,category,file,line,quoted_context
L2-160,pattern_power_son_k10_3_support_frac,0.000216,support (fraction),deterministic,extreme_mining.log,66,"[K=10 pattern] support=0.000216 (16,614 proteins) — plddt_mean_med + PF00905 + PF00912 + GO:0005886 + GO:0006508 + GO:0071555 + GO:0009252 + GO:0008658 + GO:0009002 + GO:0008955"
L2-161,pattern_power_son_k10_3_support,"16,614",proteins (itemset support count),deterministic,extreme_mining.log,66,"[K=10 pattern] support=0.000216 (16,614 proteins) — plddt_mean_med + PF00905 + PF00912 + GO:0005886 + GO:0006508 + GO:0071555 + GO:0009252 + GO:0008658 + GO:0009002 + GO:0008955"
L2-162,pattern_power_son_k10_4_support_frac,0.000208,support (fraction),deterministic,extreme_mining.log,68,"[K=10 pattern] support=0.000208 (16,029 proteins) — plddt_mean_med + PF07724 + PF17871 + PF02861 + GO:0005524 + GO:0005737 + GO:0016887 + GO:0006508 + GO:0008233 + GO:0034605"
L2-163,pattern_power_son_k10_4_support,"16,029",proteins (itemset support count),deterministic,extreme_mining.log,68,"[K=10 pattern] support=0.000208 (16,029 proteins) — plddt_mean_med + PF07724 + PF17871 + PF02861 + GO:0005524 + GO:0005737 + GO:0016887 + GO:0006508 + GO:0008233 + GO:0034605"
L2-164,pattern_power_son_k10_5_support_frac,0.000207,support (fraction),deterministic,extreme_mining.log,70,"[K=10 pattern] support=0.000207 (15,936 proteins) — plddt_mean_med + PF07724 + PF10431 + PF17871 + PF02861 + GO:0005524 + GO:0005737 + GO:0016887 + GO:0008233 + GO:0034605"
L2-165,pattern_power_son_k10_5_support,"15,936",proteins (itemset support count),deterministic,extreme_mining.log,70,"[K=10 pattern] support=0.000207 (15,936 proteins) — plddt_mean_med + PF07724 + PF10431 + PF17871 + PF02861 + GO:0005524 + GO:0005737 + GO:0016887 + GO:0008233 + GO:0034605"
L2-166,meta_log_opus_start_timestamp,"2026-02-09 06:42:58,031","timestamp (run start, Direct CSR path)",external-fact,godmode_mining.log,2,"2026-02-09 06:42:58,031 Direct CSR path: 76,890,945 transactions, min_count=8"
L2-167,dataset_multi_feature,"76,890,945",transactions,deterministic,godmode_mining.log,2,"2026-02-09 06:42:58,031 Direct CSR path: 76,890,945 transactions, min_count=8"
L2-168,run_opus_min_count,8,min_count,method-parameter,godmode_mining.log,2,"2026-02-09 06:42:58,031 Direct CSR path: 76,890,945 transactions, min_count=8"
L2-169,vocab_items_frequent,1002,frequent items (K=1),deterministic,godmode_mining.log,3,"2026-02-09 06:42:58,411 Direct CSR path: 1002 frequent items"
L2-170,csr_nnz,"316,421,093",non-zeros (CSR nnz),deterministic,godmode_mining.log,4,"2026-02-09 06:42:59,144 Direct CSR path: 316,421,093 non-zeros"
L2-171,kdist_opus_k1_count,"1,002",frequent itemsets K=1,deterministic,godmode_mining.log,5,"[per-K] K=1: 1,002 frequent (84ms)"
L2-172,kdist_opus_k2_count,"73,786",frequent itemsets K=2,deterministic,godmode_mining.log,6,"[per-K] K=2: 73,786 frequent (2064ms)"
L2-173,kdist_opus_k3_count,"452,777",frequent itemsets K=3,deterministic,godmode_mining.log,7,"[per-K] K=3: 452,777 frequent (25596ms)"
L2-174,kdist_opus_k4_count,"1,184,461",frequent itemsets K=4,deterministic,godmode_mining.log,8,"[per-K] K=4: 1,184,461 frequent (37356ms)"
L2-175,kdist_opus_k5_count,"1,974,126",frequent itemsets K=5,deterministic,godmode_mining.log,9,"[per-K] K=5: 1,974,126 frequent (35019ms)"
L2-176,kdist_opus_k6_count,"2,626,332",frequent itemsets K=6,deterministic,godmode_mining.log,10,"[per-K] K=6: 2,626,332 frequent (22660ms)"
L2-177,kdist_opus_k7_count,"3,118,459",frequent itemsets K=7,deterministic,godmode_mining.log,11,"[per-K] K=7: 3,118,459 frequent (14854ms)"
L2-178,kdist_opus_k8_count,"3,442,954",frequent itemsets K=8,deterministic,godmode_mining.log,12,"[per-K] K=8: 3,442,954 frequent (12055ms)"
L2-179,kdist_opus_k9_count,"3,529,257",frequent itemsets K=9,deterministic,godmode_mining.log,13,"[per-K] K=9: 3,529,257 frequent (11446ms)"
L2-180,kdist_opus_k10_count,"3,293,612",frequent itemsets K=10,deterministic,godmode_mining.log,14,"[per-K] K=10: 3,293,612 frequent (10911ms)"
L2-181,kdist_opus_k11_count,"2,739,532",frequent itemsets K=11,deterministic,godmode_mining.log,15,"[per-K] K=11: 2,739,532 frequent (9730ms)"
L2-182,kdist_opus_k12_count,"1,996,772",frequent itemsets K=12,deterministic,godmode_mining.log,16,"[per-K] K=12: 1,996,772 frequent (8309ms)"
L2-183,kdist_opus_k13_count,"1,259,045",frequent itemsets K=13,deterministic,godmode_mining.log,17,"[per-K] K=13: 1,259,045 frequent (6571ms)"
L2-184,kdist_opus_k14_count,"679,471",frequent itemsets K=14,deterministic,godmode_mining.log,18,"[per-K] K=14: 679,471 frequent (5326ms)"
L2-185,kdist_opus_k15_count,"310,527",frequent itemsets K=15,deterministic,godmode_mining.log,19,"[per-K] K=15: 310,527 frequent (1836ms)"
L2-186,kdist_opus_k16_count,"118,659",frequent itemsets K=16,deterministic,godmode_mining.log,20,"[per-K] K=16: 118,659 frequent (674ms)"
L2-187,kdist_opus_k17_count,"37,261",frequent itemsets K=17,deterministic,godmode_mining.log,21,"[per-K] K=17: 37,261 frequent (217ms)"
L2-188,kdist_opus_k18_count,"9,375",frequent itemsets K=18,deterministic,godmode_mining.log,22,"[per-K] K=18: 9,375 frequent (61ms)"
L2-189,kdist_opus_k19_count,"1,818",frequent itemsets K=19,deterministic,godmode_mining.log,23,"[per-K] K=19: 1,818 frequent (18ms)"
L2-190,kdist_opus_k20_count,255,frequent itemsets K=20,deterministic,godmode_mining.log,24,[per-K] K=20: 255 frequent (11ms)
L2-191,kdist_opus_k21_count,23,frequent itemsets K=21,deterministic,godmode_mining.log,25,[per-K] K=21: 23 frequent (11ms)
L2-192,kdist_opus_k22_count,1,frequent itemsets K=22,deterministic,godmode_mining.log,26,[per-K] K=22: 1 frequent (13ms)
L2-193,run_opus_itemsets,"26,849,505",itemsets (total),deterministic,godmode_mining.log,28,">>> 26,849,505 itemsets in 440.5s"
L2-194,run_opus_time_s,440.5,s (total),hardware-dependent,godmode_mining.log,28,">>> 26,849,505 itemsets in 440.5s"
L2-195,run_opus_bytes,"85,131,478",bytes (output parquet),software,godmode_mining.log,29,">>> Saved: 85,131,478 bytes"
L2-196,kdist_opus_k22_count,1,itemsets K=22,deterministic,godmode_mining.log,31,[pattern-block header] === K=22 (1 itemsets) ===
L2-197,k22_support,8,proteins (itemset support count),deterministic,godmode_mining.log,32,"[K=22 pattern #1] #1 (8 proteins) — pLDDT: ['plddt_mean_med'] ; Pfam: ['PF00271', 'PF00270'] ; GO (19): ['GO:0005524', 'GO:0005737', 'GO:0005829', 'GO:0005634', 'GO:0016787', 'GO:0000287', 'GO:0005739', 'GO:0000978', 'GO:0030154', 'GO:0003697', 'GO:0003724', 'GO:0045087', …"
L2-198,kdist_opus_k21_count,23,itemsets K=21,deterministic,godmode_mining.log,37,[pattern-block header] === K=21 (23 itemsets) ===
L2-199,pattern_opus_k21_1_support,13,proteins (itemset support count),deterministic,godmode_mining.log,38,"[K=21 pattern #1] #1 (13 proteins) — pLDDT: ['plddt_mean_med'] ; Pfam: ['PF00271', 'PF00270'] ; GO (18): ['GO:0005524', 'GO:0046872', 'GO:0003677', 'GO:0016887', 'GO:1990904', 'GO:0005730', 'GO:0006260', 'GO:0005654', 'GO:0006397', 'GO:0045944', 'GO:0003724', 'GO:0043138', …"
L2-200,pattern_opus_k21_2_support,8,proteins (itemset support count),deterministic,godmode_mining.log,42,"[K=21 pattern #2] #2 (8 proteins) — pLDDT: ['plddt_mean_med'] ; Pfam: ['PF00271', 'PF00270'] ; GO (18): ['GO:0005524', 'GO:0005737', 'GO:0005829', 'GO:0005634', 'GO:0016787', 'GO:0000287', 'GO:0005739', 'GO:0000978', 'GO:0030154', 'GO:0003697', 'GO:0003724', 'GO:0045087', …"
L2-201,pattern_opus_k21_3_support,8,proteins (itemset support count),deterministic,godmode_mining.log,46,"[K=21 pattern #3] #3 (8 proteins) — pLDDT: ['plddt_mean_med'] ; Pfam: ['PF00271', 'PF00270'] ; GO (18): ['GO:0005524', 'GO:0005737', 'GO:0005829', 'GO:0005634', 'GO:0016787', 'GO:0000287', 'GO:0005739', 'GO:0000978', 'GO:0030154', 'GO:0003697', 'GO:0003724', 'GO:0045087', …"
L2-202,kdist_opus_k20_count,255,itemsets K=20,deterministic,godmode_mining.log,51,[pattern-block header] === K=20 (255 itemsets) ===
L2-203,pattern_opus_k20_1_support,57,proteins (itemset support count),deterministic,godmode_mining.log,52,"[K=20 pattern #1] #1 (57 proteins) — pLDDT: ['plddt_mean_med'] ; Pfam: ['PF00271', 'PF00270'] ; GO (17): ['GO:0005524', 'GO:0005829', 'GO:0016787', 'GO:0000287', 'GO:0005739', 'GO:0000978', 'GO:0030154', 'GO:0003697', 'GO:0003724', 'GO:0045087', 'GO:0030424', 'GO:0030425', …"
L2-204,pattern_opus_k20_2_support,40,proteins (itemset support count),deterministic,godmode_mining.log,56,"[K=20 pattern #2] #2 (40 proteins) — pLDDT: ['plddt_mean_med'] ; GO (19): ['GO:0005886', 'GO:0005829', 'GO:0008270', 'GO:0005739', 'GO:0051301', 'GO:0005730', 'GO:0006633', 'GO:0005874', 'GO:0045944', 'GO:0005694', 'GO:0016042', 'GO:0003682', 'GO:0005813', 'GO:0043161', 'GO:0000122', 'GO:0034599', …"
L2-205,pattern_opus_k20_3_support,15,proteins (itemset support count),deterministic,godmode_mining.log,59,"[K=20 pattern #3] #3 (15 proteins) — pLDDT: ['plddt_mean_med'] ; Pfam: ['PF00271'] ; GO (18): ['GO:0005524', 'GO:0046872', 'GO:0003677', 'GO:0016887', 'GO:1990904', 'GO:0005730', 'GO:0006260', 'GO:0005654', 'GO:0006397', 'GO:0045944', 'GO:0003724', 'GO:0043138', 'GO:0005813', …"
L2-206,run_hmb_min_count,4,proteins (nominal min_count),method-parameter,holdmybeer.log,3,support = 4 proteins / 76.9M = 0.000005%
L2-207,dataset_multi_feature,76.9M,transactions (rounded denominator),deterministic,holdmybeer.log,3,support = 4 proteins / 76.9M = 0.000005%
L2-208,run_hmb_support_pct,0.000005,"% support (nominal, rounded)",method-parameter,holdmybeer.log,3,support = 4 proteins / 76.9M = 0.000005%
L2-209,run_hmb_target_k,23+,target K,method-parameter,holdmybeer.log,4,Target: K=23+
L2-210,run_hmb_support,0.000000052,min_support (fraction),method-parameter,holdmybeer.log,8,>>> Mining at support=0.000000052 (~4 proteins)...
L2-211,run_hmb_min_count,~4,proteins (nominal min_count),method-parameter,holdmybeer.log,8,>>> Mining at support=0.000000052 (~4 proteins)...
L2-212,run_hmb_itemsets,"18,935,899",itemsets (total),deterministic,holdmybeer.log,10,">>> 18,935,899 itemsets in 573.1s"
L2-213,run_hmb_time_s,573.1,s (total),hardware-dependent,holdmybeer.log,10,">>> 18,935,899 itemsets in 573.1s"
L2-214,run_hmb_bytes,"63,377,870",bytes (output parquet),software,holdmybeer.log,11,">>> Saved: 63,377,870 bytes"
L2-215,kdist_hmb_k1_count,"1,002",itemsets K=1,deterministic,holdmybeer.log,14,"[K-dist] K=1: 1,002"
L2-216,kdist_hmb_k2_count,"66,703",itemsets K=2,deterministic,holdmybeer.log,15,"[K-dist] K=2: 66,703"
L2-217,kdist_hmb_k3_count,"403,157",itemsets K=3,deterministic,holdmybeer.log,16,"[K-dist] K=3: 403,157"
L2-218,kdist_hmb_k4_count,"1,030,353",itemsets K=4,deterministic,holdmybeer.log,17,"[K-dist] K=4: 1,030,353"
L2-219,kdist_hmb_k5_count,"1,664,538",itemsets K=5,deterministic,holdmybeer.log,18,"[K-dist] K=5: 1,664,538"
L2-220,kdist_hmb_k6_count,"2,134,446",itemsets K=6,deterministic,holdmybeer.log,19,"[K-dist] K=6: 2,134,446"
L2-221,kdist_hmb_k7_count,"2,434,007",itemsets K=7,deterministic,holdmybeer.log,20,"[K-dist] K=7: 2,434,007"
L2-222,kdist_hmb_k8_count,"2,567,214",itemsets K=8,deterministic,holdmybeer.log,21,"[K-dist] K=8: 2,567,214"
L2-223,kdist_hmb_k9_count,"2,493,943",itemsets K=9,deterministic,holdmybeer.log,22,"[K-dist] K=9: 2,493,943"
L2-224,kdist_hmb_k10_count,"2,185,067",itemsets K=10,deterministic,holdmybeer.log,23,"[K-dist] K=10: 2,185,067"
L2-225,kdist_hmb_k11_count,"1,689,219",itemsets K=11,deterministic,holdmybeer.log,24,"[K-dist] K=11: 1,689,219"
L2-226,kdist_hmb_k12_count,"1,131,603",itemsets K=12,deterministic,holdmybeer.log,25,"[K-dist] K=12: 1,131,603"
L2-227,kdist_hmb_k13_count,"646,988",itemsets K=13,deterministic,holdmybeer.log,26,"[K-dist] K=13: 646,988"
L2-228,kdist_hmb_k14_count,"311,183",itemsets K=14,deterministic,holdmybeer.log,27,"[K-dist] K=14: 311,183"
L2-229,kdist_hmb_k15_count,"123,916",itemsets K=15,deterministic,holdmybeer.log,28,"[K-dist] K=15: 123,916"
L2-230,kdist_hmb_k16_count,"40,051",itemsets K=16,deterministic,holdmybeer.log,29,"[K-dist] K=16: 40,051"
L2-231,kdist_hmb_k17_count,"10,227",itemsets K=17,deterministic,holdmybeer.log,30,"[K-dist] K=17: 10,227"
L2-232,kdist_hmb_k18_count,"1,983",itemsets K=18,deterministic,holdmybeer.log,31,"[K-dist] K=18: 1,983"
L2-233,kdist_hmb_k19_count,274,itemsets K=19,deterministic,holdmybeer.log,32,[K-dist] K=19: 274
L2-234,kdist_hmb_k20_count,24,itemsets K=20,deterministic,holdmybeer.log,33,[K-dist] K=20: 24
L2-235,kdist_hmb_k21_count,1,itemsets K=21,deterministic,holdmybeer.log,34,[K-dist] K=21: 1
L2-236,run_hmb_kmax,21,K_max,deterministic,holdmybeer.log,36,>>> MAX K = 21
L2-237,run_hmb_itemsets,"18,935,899","itemsets (total, final line; 'max K=21, 573.1s')",deterministic,holdmybeer.log,40,">>> HOLD MY BEER MODE COMPLETE. 18,935,899 itemsets, max K=21, 573.1s"
L2-238,run_minc4_min_count,4,min_count (proteins),method-parameter,holdmybeer_real.log,3,min_count = 4 proteins (for real)
L2-239,run_minc4_support,1.945333237480280e-08,min_support (fraction),method-parameter,holdmybeer_real.log,5,min_support = 1.945333237480280e-08
L2-240,dataset_plddt_pass,205620298,transactions (denominator used in verify),deterministic,holdmybeer_real.log,6,verify: ceil(1.9453332374802804e-08 * 205620298) = 4
L2-241,run_minc4_min_count,4,min_count (verified ceil),method-parameter,holdmybeer_real.log,6,verify: ceil(1.9453332374802804e-08 * 205620298) = 4
L2-242,run_minc4_itemsets,"48,007,493",itemsets (total),deterministic,holdmybeer_real.log,8,">>> 48,007,493 itemsets in 1228.5s"
L2-243,run_minc4_time_s,1228.5,s (total),hardware-dependent,holdmybeer_real.log,8,">>> 48,007,493 itemsets in 1228.5s"
L2-244,run_minc4_bytes,"149,590,799",bytes (output parquet),software,holdmybeer_real.log,9,">>> Saved: 149,590,799 bytes"
L2-245,kdist_minc4_k1_count,"1,002",itemsets K=1,deterministic,holdmybeer_real.log,12,"[K-dist] K=1: 1,002"
L2-246,kdist_minc4_k2_count,"94,427",itemsets K=2,deterministic,holdmybeer_real.log,13,"[K-dist] K=2: 94,427"
L2-247,kdist_minc4_k3_count,"603,403",itemsets K=3,deterministic,holdmybeer_real.log,14,"[K-dist] K=3: 603,403"
L2-248,kdist_minc4_k4_count,"1,649,283",itemsets K=4,deterministic,holdmybeer_real.log,15,"[K-dist] K=4: 1,649,283"
L2-249,kdist_minc4_k5_count,"2,916,124",itemsets K=5,deterministic,holdmybeer_real.log,16,"[K-dist] K=5: 2,916,124"
L2-250,kdist_minc4_k6_count,"4,169,081",itemsets K=6,deterministic,holdmybeer_real.log,17,"[K-dist] K=6: 4,169,081"
L2-251,kdist_minc4_k7_count,"5,318,506",itemsets K=7,deterministic,holdmybeer_real.log,18,"[K-dist] K=7: 5,318,506"
L2-252,kdist_minc4_k8_count,"6,223,873",itemsets K=8,deterministic,holdmybeer_real.log,19,"[K-dist] K=8: 6,223,873"
L2-253,kdist_minc4_k9_count,"6,644,170",itemsets K=9,deterministic,holdmybeer_real.log,20,"[K-dist] K=9: 6,644,170"
L2-254,kdist_minc4_k10_count,"6,362,841",itemsets K=10,deterministic,holdmybeer_real.log,21,"[K-dist] K=10: 6,362,841"
L2-255,kdist_minc4_k11_count,"5,373,365",itemsets K=11,deterministic,holdmybeer_real.log,22,"[K-dist] K=11: 5,373,365"
L2-256,kdist_minc4_k12_count,"3,943,668",itemsets K=12,deterministic,holdmybeer_real.log,23,"[K-dist] K=12: 3,943,668"
L2-257,kdist_minc4_k13_count,"2,484,117",itemsets K=13,deterministic,holdmybeer_real.log,24,"[K-dist] K=13: 2,484,117"
L2-258,kdist_minc4_k14_count,"1,327,096",itemsets K=14,deterministic,holdmybeer_real.log,25,"[K-dist] K=14: 1,327,096"
L2-259,kdist_minc4_k15_count,"593,694",itemsets K=15,deterministic,holdmybeer_real.log,26,"[K-dist] K=15: 593,694"
L2-260,kdist_minc4_k16_count,"219,052",itemsets K=16,deterministic,holdmybeer_real.log,27,"[K-dist] K=16: 219,052"
L2-261,kdist_minc4_k17_count,"65,356",itemsets K=17,deterministic,holdmybeer_real.log,28,"[K-dist] K=17: 65,356"
L2-262,kdist_minc4_k18_count,"15,343",itemsets K=18,deterministic,holdmybeer_real.log,29,"[K-dist] K=18: 15,343"
L2-263,kdist_minc4_k19_count,"2,722",itemsets K=19,deterministic,holdmybeer_real.log,30,"[K-dist] K=19: 2,722"
L2-264,kdist_minc4_k20_count,342,itemsets K=20,deterministic,holdmybeer_real.log,31,[K-dist] K=20: 342
L2-265,kdist_minc4_k21_count,27,itemsets K=21,deterministic,holdmybeer_real.log,32,[K-dist] K=21: 27
L2-266,kdist_minc4_k22_count,1,itemsets K=22,deterministic,holdmybeer_real.log,33,[K-dist] K=22: 1
L2-267,run_minc4_kmax,22,K_max,deterministic,holdmybeer_real.log,35,>>> MAX K = 22
L2-268,kdist_minc4_k22_count,1,itemsets K=22,deterministic,holdmybeer_real.log,37,[pattern-block header] === K=22 (1 itemsets) ===
L2-269,k22_support,8,proteins (itemset support count),deterministic,holdmybeer_real.log,38,"[K=22 pattern #1] #1 (8 proteins) — go_term: ['GO:0005524', 'GO:0005737', 'GO:0005829', 'GO:0005634', 'GO:0016787', 'GO:0000287', 'GO:0005739', 'GO:0000978', 'GO:0030154', 'GO:0003697', 'GO:0003724', 'GO:0045087', 'GO:0030424', 'GO:0030425', 'GO:0051607', 'GO:0003725', 'GO:0034605', 'GO:0016607', 'GO:0003678'] ; …"
L2-270,kdist_minc4_k21_count,27,itemsets K=21,deterministic,holdmybeer_real.log,43,[pattern-block header] === K=21 (27 itemsets) ===
L2-271,pattern_minc4_k21_1_support,13,proteins (itemset support count),deterministic,holdmybeer_real.log,44,"[K=21 pattern #1] #1 (13 proteins) — go_term: ['GO:0005524', 'GO:0046872', 'GO:0003677', 'GO:0016887', 'GO:1990904', 'GO:0005730', 'GO:0006260', 'GO:0005654', 'GO:0006397', 'GO:0045944', 'GO:0003724', 'GO:0043138', 'GO:0005813', 'GO:0008380', 'GO:0006417', 'GO:0003725', 'GO:0006353', 'GO:0006954'] ; pfam: …"
L2-272,pattern_minc4_k21_2_support,8,proteins (itemset support count),deterministic,holdmybeer_real.log,48,"[K=21 pattern #2] #2 (8 proteins) — go_term: ['GO:0005524', 'GO:0005737', 'GO:0005829', 'GO:0005634', 'GO:0016787', 'GO:0000287', 'GO:0005739', 'GO:0000978', 'GO:0030154', 'GO:0003697', 'GO:0003724', 'GO:0045087', 'GO:0030424', 'GO:0030425', 'GO:0051607', 'GO:0003725', 'GO:0034605', 'GO:0016607'] ; pfam: …"
L2-273,pattern_minc4_k21_3_support,8,proteins (itemset support count),deterministic,holdmybeer_real.log,52,"[K=21 pattern #3] #3 (8 proteins) — go_term: ['GO:0005524', 'GO:0005737', 'GO:0005829', 'GO:0005634', 'GO:0016787', 'GO:0000287', 'GO:0005739', 'GO:0000978', 'GO:0030154', 'GO:0003697', 'GO:0003724', 'GO:0045087', 'GO:0030424', 'GO:0030425', 'GO:0051607', 'GO:0003725', 'GO:0034605', 'GO:0003678'] ; pfam: …"
L2-274,kdist_minc4_k20_count,342,itemsets K=20,deterministic,holdmybeer_real.log,57,[pattern-block header] === K=20 (342 itemsets) ===
L2-275,pattern_minc4_k20_1_support,57,proteins (itemset support count),deterministic,holdmybeer_real.log,58,"[K=20 pattern #1] #1 (57 proteins) — go_term: ['GO:0005524', 'GO:0005829', 'GO:0016787', 'GO:0000287', 'GO:0005739', 'GO:0000978', 'GO:0030154', 'GO:0003697', 'GO:0003724', 'GO:0045087', 'GO:0030424', 'GO:0030425', 'GO:0051607', 'GO:0003725', 'GO:0034605', 'GO:0016607', 'GO:0003678'] ; pfam: ['PF00271', …"
L2-276,pattern_minc4_k20_2_support,40,proteins (itemset support count),deterministic,holdmybeer_real.log,62,"[K=20 pattern #2] #2 (40 proteins) — go_term: ['GO:0005886', 'GO:0005829', 'GO:0008270', 'GO:0005739', 'GO:0051301', 'GO:0005730', 'GO:0006633', 'GO:0005874', 'GO:0045944', 'GO:0005694', 'GO:0016042', 'GO:0003682', 'GO:0005813', 'GO:0043161', 'GO:0000122', 'GO:0034599', 'GO:0070403', 'GO:0048471', 'GO:0043130'] ; …"
L2-277,pattern_minc4_k20_3_support,15,proteins (itemset support count),deterministic,holdmybeer_real.log,65,"[K=20 pattern #3] #3 (15 proteins) — go_term: ['GO:0005524', 'GO:0046872', 'GO:0003677', 'GO:0016887', 'GO:1990904', 'GO:0005730', 'GO:0006260', 'GO:0005654', 'GO:0006397', 'GO:0045944', 'GO:0003724', 'GO:0043138', 'GO:0005813', 'GO:0008380', 'GO:0006417', 'GO:0003725', 'GO:0006353', 'GO:0006954'] ; pfam: …"
L2-278,run_minc4_itemsets,"48,007,493","itemsets (total, final line; 'K=22, 1228.5s')",deterministic,holdmybeer_real.log,70,">>> DONE. 48,007,493 itemsets, K=22, 1228.5s"
L2-279,run_madman_support_pct,0.0001,% support (on '214M TrEMBL'),method-parameter,madman_mining.log,1,>>> MADMAN SUPPORT: 0.0001% on 214M TrEMBL
L2-280,dataset_multi_feature,"76,890,945",transactions with >1 item,deterministic,madman_mining.log,3,"With >1 item: 76,890,945"
L2-281,run_madman_min_count,76,min support count (script-computed; '0.0001%'),method-parameter,madman_mining.log,4,Min support = 0.0001% = 76 proteins
L2-282,run_madman_support_pct,0.0001,% support (banner),method-parameter,madman_mining.log,6,>>> GPU-RESIDENT STREAMING APRIORI — 0.0001% SUPPORT
L2-283,run_madman_max_length,20,max length (banner),method-parameter,madman_mining.log,7,>>> MAX LENGTH 20 — ABSOLUTE MADMAN MODE
L2-284,dataset_metadata_rows,214M,"proteins (nominal, pipeline banner)",external-fact,pipeline_214m.log,2,=== FULL 214M AlphaFold Pipeline ===
L2-285,meta_log_pipeline_start_timestamp,Mon Feb  9 03:40:36 UTC 2026,timestamp (pipeline start banner),external-fact,pipeline_214m.log,3,=== Mon Feb 9 03:40:36 UTC 2026 ===
L2-286,dataset_annotation_gb,150G,"file size (uniprot_trembl.dat.gz, du/ls -h style)",external-fact,pipeline_214m.log,7,TrEMBL: 150G
L2-287,extract_csv_rows,214683830,"rows (plddt_metadata.csv, incl. header)",external-fact,pipeline_214m.log,8,pLDDT: 214683830 rows
L2-288,meta_log_extract_start_timestamp,2026-02-09T03:40:38.963Z,timestamp (af-extract start),external-fact,pipeline_214m.log,9,[2026-02-09T03:40:38.963Z INFO af_extract] === Build Transactions from Metadata (pLDDT + annotations) ===
L2-289,extract_progress_dat_parsed,100K → 202500K,"DAT records parsed (2025 periodic lines, step [100] K, 2026-02-09T03:40:40.224Z → 2026-02-09T04:36:18.840Z)",external-fact,pipeline_214m.log,11–2035,[consolidated periodic] first: [2026-02-09T03:40:40.224Z INFO af_extract::annotations] Parsed 100K DAT records... … last: [2026-02-09T04:36:18.840Z INFO af_extract::annotations] Parsed 202500K DAT records...
L2-290,extract_dat_records,202556314,annotation records loaded from DAT,external-fact,pipeline_214m.log,2036,"[2026-02-09T04:36:19.489Z INFO af_extract::annotations] Loaded 202556314 annotations (25475 Pfam domains, 26536 GO terms)"
L2-291,extract_dat_pfam_unique,25475,distinct Pfam domains in DAT,external-fact,pipeline_214m.log,2036,"[2026-02-09T04:36:19.489Z INFO af_extract::annotations] Loaded 202556314 annotations (25475 Pfam domains, 26536 GO terms)"
L2-292,extract_dat_go_unique,26536,distinct GO terms in DAT,external-fact,pipeline_214m.log,2036,"[2026-02-09T04:36:19.489Z INFO af_extract::annotations] Loaded 202556314 annotations (25475 Pfam domains, 26536 GO terms)"
L2-293,extract_csv_accession_col_index,0,CSV column index (Accession = 'accession'),software,pipeline_214m.log,2038,[2026-02-09T04:36:19.489Z INFO af_extract] Accession column: 'accession' (index 0)
L2-294,extract_csv_plddt_col_index,1,CSV column index (pLDDT = 'mean_plddt'),software,pipeline_214m.log,2039,[2026-02-09T04:36:19.489Z INFO af_extract] pLDDT column: 'mean_plddt' (index 1)
L2-295,extract_progress_csv_read,9566439,proteins passed pLDDT filter after 10M rows,deterministic,pipeline_214m.log,2040,[pLDDT CSV progress] [2026-02-09T04:36:21.257Z INFO af_extract] Read 10M rows (9566439 passed filter)...
L2-296,extract_progress_csv_read,19130885,proteins passed pLDDT filter after 20M rows,deterministic,pipeline_214m.log,2041,[pLDDT CSV progress] [2026-02-09T04:36:23.043Z INFO af_extract] Read 20M rows (19130885 passed filter)...
L2-297,extract_progress_csv_read,28709742,proteins passed pLDDT filter after 30M rows,deterministic,pipeline_214m.log,2042,[pLDDT CSV progress] [2026-02-09T04:36:24.853Z INFO af_extract] Read 30M rows (28709742 passed filter)...
L2-298,extract_progress_csv_read,38287797,proteins passed pLDDT filter after 40M rows,deterministic,pipeline_214m.log,2043,[pLDDT CSV progress] [2026-02-09T04:36:26.648Z INFO af_extract] Read 40M rows (38287797 passed filter)...
L2-299,extract_progress_csv_read,47865323,proteins passed pLDDT filter after 50M rows,deterministic,pipeline_214m.log,2044,[pLDDT CSV progress] [2026-02-09T04:36:28.480Z INFO af_extract] Read 50M rows (47865323 passed filter)...
L2-300,extract_progress_csv_read,57442488,proteins passed pLDDT filter after 60M rows,deterministic,pipeline_214m.log,2045,[pLDDT CSV progress] [2026-02-09T04:36:30.545Z INFO af_extract] Read 60M rows (57442488 passed filter)...
L2-301,extract_progress_csv_read,67021898,proteins passed pLDDT filter after 70M rows,deterministic,pipeline_214m.log,2046,[pLDDT CSV progress] [2026-02-09T04:36:32.427Z INFO af_extract] Read 70M rows (67021898 passed filter)...
L2-302,extract_progress_csv_read,76600156,proteins passed pLDDT filter after 80M rows,deterministic,pipeline_214m.log,2047,[pLDDT CSV progress] [2026-02-09T04:36:34.393Z INFO af_extract] Read 80M rows (76600156 passed filter)...
L2-303,extract_progress_csv_read,86178558,proteins passed pLDDT filter after 90M rows,deterministic,pipeline_214m.log,2048,[pLDDT CSV progress] [2026-02-09T04:36:36.295Z INFO af_extract] Read 90M rows (86178558 passed filter)...
L2-304,extract_progress_csv_read,95756671,proteins passed pLDDT filter after 100M rows,deterministic,pipeline_214m.log,2049,[pLDDT CSV progress] [2026-02-09T04:36:38.212Z INFO af_extract] Read 100M rows (95756671 passed filter)...
L2-305,extract_progress_csv_read,105334770,proteins passed pLDDT filter after 110M rows,deterministic,pipeline_214m.log,2050,[pLDDT CSV progress] [2026-02-09T04:36:40.093Z INFO af_extract] Read 110M rows (105334770 passed filter)...
