qkey,category,unit,description,claimed_value_tex,tex_lines,reproducibility
bench_stress_k2_filter_compact_wall_s,hardware-dependent,s,"Wall-clock seconds of bench run 'stressk2-filter-compact' (stress_k2 preset, legacy kernel, 2 GPUs, max_length=2, ET_MINER_FILTER_IMPL=compact) on the 2x RTX 3090 box; raw.jsonl wall_s per rep and the report.md median/min over reps share this key (the 2026-08-31 and 2026-09-01 campaigns ran different commits, see the file column).",log:89.6 / 89.6 / 89.7 / 90.2 s / 89.571,bench/results/2026-08-31-3090x2/report.md:19;bench/results/2026-08-31-3090x2/FINDINGS.md:73;bench/results/2026-08-31-3090x2/raw.jsonl:3,hardware
bench_stress_k2_filter_compact_peak_vram_mb,hardware-dependent,MB,"Peak VRAM per GPU (MB) of bench run 'stressk2-filter-compact' (stress_k2 preset, legacy kernel, 2 GPUs, max_length=2, ET_MINER_FILTER_IMPL=compact).",log:6918 / GPU0=6918; GPU1=6918,bench/results/2026-08-31-3090x2/report.md:19;bench/results/2026-08-31-3090x2/raw.jsonl:3,hardware
bench_stress_k2_filter_compact_params,method-parameter,run config,"Run configuration of bench run 'stressk2-filter-compact' (stress_k2 preset, legacy kernel, 2 GPUs, max_length=2, ET_MINER_FILTER_IMPL=compact): preset, env knobs, n_gpus, sparse_from_k, max_length, two_phase, timeout (raw.jsonl); the report.md gpus/reps/variant/filter cells share this key.","log:gpus=2; reps=1; variant=legacy; filter=compact; preset=stress_k2 / preset=stress_k2; env={'ET_MINER_KERNEL_VARIANT': 'legacy', 'ET_MINER_FILTER_IMPL': 'compact'}; n_gpus=2; sparse_from_k=None; max_length=2; min_support=None; two_phase=False; timeout_s=1800",bench/results/2026-08-31-3090x2/report.md:19;bench/results/2026-08-31-3090x2/raw.jsonl:3,setup
bench_stress_k2_filter_cpu_wall_s,hardware-dependent,s,"Wall-clock seconds of bench run 'stressk2-filter-cpu' (stress_k2 preset, legacy kernel, 2 GPUs, max_length=2, ET_MINER_FILTER_IMPL=cpu) on the 2x RTX 3090 box; raw.jsonl wall_s per rep and the report.md median/min over reps share this key (the 2026-08-31 and 2026-09-01 campaigns ran different commits, see the file column).",log:90.2 / 90.196,bench/results/2026-08-31-3090x2/report.md:20;bench/results/2026-08-31-3090x2/raw.jsonl:5,hardware
bench_stress_k2_filter_cpu_peak_vram_mb,hardware-dependent,MB,"Peak VRAM per GPU (MB) of bench run 'stressk2-filter-cpu' (stress_k2 preset, legacy kernel, 2 GPUs, max_length=2, ET_MINER_FILTER_IMPL=cpu).",log:6920 / GPU0=6920; GPU1=6920,bench/results/2026-08-31-3090x2/report.md:20;bench/results/2026-08-31-3090x2/raw.jsonl:5,hardware
bench_stress_k2_filter_cpu_params,method-parameter,run config,"Run configuration of bench run 'stressk2-filter-cpu' (stress_k2 preset, legacy kernel, 2 GPUs, max_length=2, ET_MINER_FILTER_IMPL=cpu): preset, env knobs, n_gpus, sparse_from_k, max_length, two_phase, timeout (raw.jsonl); the report.md gpus/reps/variant/filter cells share this key.","log:gpus=2; reps=1; variant=legacy; filter=cpu; preset=stress_k2 / preset=stress_k2; env={'ET_MINER_KERNEL_VARIANT': 'legacy', 'ET_MINER_FILTER_IMPL': 'cpu'}; n_gpus=2; sparse_from_k=None; max_length=2; min_support=None; two_phase=False; timeout_s=1800",bench/results/2026-08-31-3090x2/report.md:20;bench/results/2026-08-31-3090x2/raw.jsonl:5,setup
bench_stress_k2_filter_cupy_wall_s,hardware-dependent,s,"Wall-clock seconds of bench run 'stressk2-filter-cupy' (stress_k2 preset, legacy kernel, 2 GPUs, max_length=2, ET_MINER_FILTER_IMPL=cupy) on the 2x RTX 3090 box; raw.jsonl wall_s per rep and the report.md median/min over reps share this key (the 2026-08-31 and 2026-09-01 campaigns ran different commits, see the file column).",log:89.7 / 89.665,bench/results/2026-08-31-3090x2/report.md:21;bench/results/2026-08-31-3090x2/raw.jsonl:4,hardware
bench_stress_k2_filter_cupy_peak_vram_mb,hardware-dependent,MB,"Peak VRAM per GPU (MB) of bench run 'stressk2-filter-cupy' (stress_k2 preset, legacy kernel, 2 GPUs, max_length=2, ET_MINER_FILTER_IMPL=cupy).",log:6998 / GPU0=6998; GPU1=6920,bench/results/2026-08-31-3090x2/report.md:21;bench/results/2026-08-31-3090x2/raw.jsonl:4,hardware
bench_stress_k2_filter_cupy_params,method-parameter,run config,"Run configuration of bench run 'stressk2-filter-cupy' (stress_k2 preset, legacy kernel, 2 GPUs, max_length=2, ET_MINER_FILTER_IMPL=cupy): preset, env knobs, n_gpus, sparse_from_k, max_length, two_phase, timeout (raw.jsonl); the report.md gpus/reps/variant/filter cells share this key.","log:gpus=2; reps=1; variant=legacy; filter=cupy; preset=stress_k2 / preset=stress_k2; env={'ET_MINER_KERNEL_VARIANT': 'legacy', 'ET_MINER_FILTER_IMPL': 'cupy'}; n_gpus=2; sparse_from_k=None; max_length=2; min_support=None; two_phase=False; timeout_s=1800",bench/results/2026-08-31-3090x2/report.md:21;bench/results/2026-08-31-3090x2/raw.jsonl:4,setup
bench_stress_k2_legacy_1g_wall_s,hardware-dependent,s,"Wall-clock seconds of bench run 'stressk2-legacy-1g' (stress_k2 preset, legacy kernel, 1 GPU, max_length=3, sampled prefilter on (lossy)) on the 2x RTX 3090 box; raw.jsonl wall_s per rep and the report.md median/min over reps share this key (the 2026-08-31 and 2026-09-01 campaigns ran different commits, see the file column).",log:2238.8 / 2238.846,bench/results/2026-08-31-3090x2/report.md:22;bench/results/2026-08-31-3090x2/report.md:82;bench/results/2026-08-31-3090x2/raw.jsonl:1,hardware
bench_stress_k2_legacy_1g_peak_vram_mb,hardware-dependent,MB,"Peak VRAM per GPU (MB) of bench run 'stressk2-legacy-1g' (stress_k2 preset, legacy kernel, 1 GPU, max_length=3, sampled prefilter on (lossy)).",log:17340 / GPU0=17340; GPU1=4,bench/results/2026-08-31-3090x2/report.md:22;bench/results/2026-08-31-3090x2/raw.jsonl:1,hardware
bench_stress_k2_legacy_1g_params,method-parameter,run config,"Run configuration of bench run 'stressk2-legacy-1g' (stress_k2 preset, legacy kernel, 1 GPU, max_length=3, sampled prefilter on (lossy)): preset, env knobs, n_gpus, sparse_from_k, max_length, two_phase, timeout (raw.jsonl); the report.md gpus/reps/variant/filter cells share this key.","log:gpus=1; reps=1; variant=legacy; filter=compact; preset=stress_k2 / preset=stress_k2; env={'ET_MINER_KERNEL_VARIANT': 'legacy', 'CUDA_VISIBLE_DEVICES': '0'}; n_gpus=1; sparse_from_k=None; max_length=3; min_support=None; two_phase=False; timeout_s=3600",bench/results/2026-08-31-3090x2/report.md:22;bench/results/2026-08-31-3090x2/raw.jsonl:1,setup
bench_stress_k2_legacy_2g_wall_s,hardware-dependent,s,"Wall-clock seconds of bench run 'stressk2-legacy-2g' (stress_k2 preset, legacy kernel, 2 GPUs, max_length=3) on the 2x RTX 3090 box; raw.jsonl wall_s per rep and the report.md median/min over reps share this key (the 2026-08-31 and 2026-09-01 campaigns ran different commits, see the file column).",log:1996.7 / 1996.726,bench/results/2026-08-31-3090x2/report.md:23;bench/results/2026-08-31-3090x2/raw.jsonl:15,hardware
bench_stress_k2_legacy_2g_peak_vram_mb,hardware-dependent,MB,"Peak VRAM per GPU (MB) of bench run 'stressk2-legacy-2g' (stress_k2 preset, legacy kernel, 2 GPUs, max_length=3).",log:16576 / GPU0=16576; GPU1=16576,bench/results/2026-08-31-3090x2/report.md:23;bench/results/2026-08-31-3090x2/raw.jsonl:15,hardware
bench_stress_k2_legacy_2g_params,method-parameter,run config,"Run configuration of bench run 'stressk2-legacy-2g' (stress_k2 preset, legacy kernel, 2 GPUs, max_length=3): preset, env knobs, n_gpus, sparse_from_k, max_length, two_phase, timeout (raw.jsonl); the report.md gpus/reps/variant/filter cells share this key.",log:gpus=2; reps=1; variant=legacy; filter=compact; preset=stress_k2 / preset=stress_k2; env={'ET_MINER_KERNEL_VARIANT': 'legacy'}; n_gpus=2; sparse_from_k=None; max_length=3; min_support=None; two_phase=False; timeout_s=3600,bench/results/2026-08-31-3090x2/report.md:23;bench/results/2026-08-31-3090x2/raw.jsonl:15,setup
bench_stress_k2_shared_1g_wall_s,hardware-dependent,s,"Wall-clock seconds of bench run 'stressk2-shared-1g' (stress_k2 preset, shared/tiled kernel, 1 GPU, max_length=3, 3 reps) on the 2x RTX 3090 box; raw.jsonl wall_s per rep and the report.md median/min over reps share this key (the 2026-08-31 and 2026-09-01 campaigns ran different commits, see the file column).",log:253.3 / 253.1 / 255.303 / 253.074 / 253.285,bench/results/2026-08-31-3090x2/report.md:24;bench/results/2026-08-31-3090x2/raw.jsonl:16;bench/results/2026-08-31-3090x2/raw.jsonl:21;bench/results/2026-08-31-3090x2/raw.jsonl:25,hardware
bench_stress_k2_shared_1g_peak_vram_mb,hardware-dependent,MB,"Peak VRAM per GPU (MB) of bench run 'stressk2-shared-1g' (stress_k2 preset, shared/tiled kernel, 1 GPU, max_length=3, 3 reps).",log:17340 / GPU0=17340; GPU1=4,bench/results/2026-08-31-3090x2/report.md:24;bench/results/2026-08-31-3090x2/raw.jsonl:16;bench/results/2026-08-31-3090x2/raw.jsonl:21;bench/results/2026-08-31-3090x2/raw.jsonl:25,hardware
bench_stress_k2_shared_1g_params,method-parameter,run config,"Run configuration of bench run 'stressk2-shared-1g' (stress_k2 preset, shared/tiled kernel, 1 GPU, max_length=3, 3 reps): preset, env knobs, n_gpus, sparse_from_k, max_length, two_phase, timeout (raw.jsonl); the report.md gpus/reps/variant/filter cells share this key.","log:gpus=1; reps=3; variant=shared; filter=compact; preset=stress_k2 / preset=stress_k2; env={'ET_MINER_KERNEL_VARIANT': 'shared', 'CUDA_VISIBLE_DEVICES': '0'}; n_gpus=1; sparse_from_k=None; max_length=3; min_support=None; two_phase=False; timeout_s=3600",bench/results/2026-08-31-3090x2/report.md:24;bench/results/2026-08-31-3090x2/raw.jsonl:16;bench/results/2026-08-31-3090x2/raw.jsonl:21;bench/results/2026-08-31-3090x2/raw.jsonl:25,setup
bench_stress_k2_shared_2g_wall_s,hardware-dependent,s,"Wall-clock seconds of bench run 'stressk2-shared-2g' (stress_k2 preset, shared/tiled kernel, 2 GPUs, max_length=3, 3 reps) on the 2x RTX 3090 box; raw.jsonl wall_s per rep and the report.md median/min over reps share this key (the 2026-08-31 and 2026-09-01 campaigns ran different commits, see the file column).",log:122.3 / 122.814 / 122.257 / 122.333,bench/results/2026-08-31-3090x2/report.md:25;bench/results/2026-08-31-3090x2/raw.jsonl:18;bench/results/2026-08-31-3090x2/raw.jsonl:23;bench/results/2026-08-31-3090x2/raw.jsonl:27,hardware
bench_stress_k2_shared_2g_peak_vram_mb,hardware-dependent,MB,"Peak VRAM per GPU (MB) of bench run 'stressk2-shared-2g' (stress_k2 preset, shared/tiled kernel, 2 GPUs, max_length=3, 3 reps).",log:16576 / GPU0=16576; GPU1=16576,bench/results/2026-08-31-3090x2/report.md:25;bench/results/2026-08-31-3090x2/raw.jsonl:18;bench/results/2026-08-31-3090x2/raw.jsonl:23;bench/results/2026-08-31-3090x2/raw.jsonl:27,hardware
bench_stress_k2_shared_2g_params,method-parameter,run config,"Run configuration of bench run 'stressk2-shared-2g' (stress_k2 preset, shared/tiled kernel, 2 GPUs, max_length=3, 3 reps): preset, env knobs, n_gpus, sparse_from_k, max_length, two_phase, timeout (raw.jsonl); the report.md gpus/reps/variant/filter cells share this key.",log:gpus=2; reps=3; variant=shared; filter=compact; preset=stress_k2 / preset=stress_k2; env={'ET_MINER_KERNEL_VARIANT': 'shared'}; n_gpus=2; sparse_from_k=None; max_length=3; min_support=None; two_phase=False; timeout_s=3600,bench/results/2026-08-31-3090x2/report.md:25;bench/results/2026-08-31-3090x2/raw.jsonl:18;bench/results/2026-08-31-3090x2/raw.jsonl:23;bench/results/2026-08-31-3090x2/raw.jsonl:27,setup
bench_smoke_twophase_wall_s,hardware-dependent,s,"Wall-clock seconds of bench run 'twophase-smoke' (smoke preset, legacy kernel, 2 GPUs, two_phase=True) on the 2x RTX 3090 box; raw.jsonl wall_s per rep and the report.md median/min over reps share this key (the 2026-08-31 and 2026-09-01 campaigns ran different commits, see the file column).",log:1.6 / 1.582,bench/results/2026-08-31-3090x2/report.md:26;bench/results/2026-08-31-3090x2/report.md:67;bench/results/2026-08-31-3090x2/raw.jsonl:10,hardware
bench_smoke_twophase_peak_vram_mb,hardware-dependent,MB,"Peak VRAM per GPU (MB) of bench run 'twophase-smoke' (smoke preset, legacy kernel, 2 GPUs, two_phase=True).",log:408 / GPU0=408; GPU1=408,bench/results/2026-08-31-3090x2/report.md:26;bench/results/2026-08-31-3090x2/raw.jsonl:10,hardware
bench_smoke_twophase_params,method-parameter,run config,"Run configuration of bench run 'twophase-smoke' (smoke preset, legacy kernel, 2 GPUs, two_phase=True): preset, env knobs, n_gpus, sparse_from_k, max_length, two_phase, timeout (raw.jsonl); the report.md gpus/reps/variant/filter cells share this key.",log:gpus=2; reps=1; variant=legacy; filter=compact; preset=smoke / preset=smoke; env={'ET_MINER_KERNEL_VARIANT': 'legacy'}; n_gpus=2; sparse_from_k=None; max_length=None; min_support=None; two_phase=True; timeout_s=1800,bench/results/2026-08-31-3090x2/report.md:26;bench/results/2026-08-31-3090x2/raw.jsonl:10,setup
bench_deep_k_shared_vs_legacy_2g_speedup,hardware-dependent,x,"report.md kernel A/B: shared vs legacy wall-time ratio on deep_k with 2 GPUs (0.97x on 2026-08-31, 0.99x on 2026-09-01); the FINDINGS statement 'neutral (0.97-1.07x) on deep_k/smoke' is keyed here.",log:0.97× / 0.97–1.07× / 0.99×,bench/results/2026-08-31-3090x2/report.md:32;bench/results/2026-08-31-3090x2/FINDINGS.md:36;bench/results/2026-09-01-3090x2-sparse/report.md:23,hardware
bench_stress_k2_shared_vs_legacy_2g_speedup,hardware-dependent,x,Shared vs legacy kernel speedup on stress_k2 with 2 GPUs (1996.7 s -> 122.3 s = 16.3x).,log:16.32× / 1996.7 s legacy → 122.3 s shared; 16.3×,bench/results/2026-08-31-3090x2/report.md:33;bench/results/2026-08-31-3090x2/FINDINGS.md:31,hardware
bench_deep_k_density_auto_levels,deterministic,candidates/frequent per K,"Per-K n_candidates / n_frequent of bench run 'deepk-density-auto' (deep_k preset, legacy kernel, sparse_from_k=auto, 2 GPUs); n_frequent is the preset's exact per-K count, n_candidates depends on the code path (0 where the path does not count candidates); report.md per-level count rows share this key.",log:K1: candidates=112; frequent=112 / K2: candidates=0; frequent=471 / K3: candidates=0; frequent=901 / K4: candidates=0; frequent=1407 / K5: candidates=0; frequent=1854 / K6: candidates=0; frequent=1848 / K7: candidates=0; frequent=1320 / K8: candidates=0; frequent=660 / K9: candidates=0; frequent=220 / K10: candidates=0; frequent=44 / K11: candidates=0; frequent=4 / K1 cand=112 freq=112; K2 cand=0 freq=471; K3 cand=0 freq=901; K4 cand=0 freq=1407; K5 cand=0 freq=1854; K6 cand=0 freq=1848; K7 cand=0 freq=1320; K8 cand=0 freq=660; K9 cand=0 freq=220; K10 cand=0 freq=44; K11 cand=0 freq=4 / K1 cand=112 freq=112; K2 cand=0 freq=471; K3 cand=0 freq=901; K4 cand=0 freq=1407; K5 cand=2251 freq=1854; K6 cand=1855 freq=1848; K7 cand=1320 freq=1320; K8 cand=660 freq=660; K9 cand=220 freq=220; K10 cand=44 freq=44; K11 cand=4 freq=4,bench/results/2026-08-31-3090x2/report.md:41;bench/results/2026-08-31-3090x2/report.md:42;bench/results/2026-08-31-3090x2/report.md:43;bench/results/2026-08-31-3090x2/report.md:44;bench/results/2026-08-31-3090x2/report.md:45;bench/results/2026-08-31-3090x2/report.md:46;bench/results/2026-08-31-3090x2/report.md:47;bench/results/2026-08-31-3090x2/report.md:48;bench/results/2026-08-31-3090x2/report.md:49;bench/results/2026-08-31-3090x2/report.md:50;bench/results/2026-08-31-3090x2/report.md:51;bench/results/2026-08-31-3090x2/raw.jsonl:7;bench/results/2026-09-01-3090x2-sparse/raw.jsonl:2,rerun
bench_deep_k_density_auto_level_ms,hardware-dependent,ms per K,"Per-K level times (ms) of bench run 'deepk-density-auto' (deep_k preset, legacy kernel, sparse_from_k=auto, 2 GPUs); report.md per-level ms rows share this key.",log:27 / 46 / 5 / 6 / 3145 / 2553 / 1817 / 902 / 374 / 65 / 14 / K5: frequent=1854; ms 08-31=3145; ms 09-01=48 (transition + first-use NVRTC compile); dense legacy-2g ms=3.6 / K6: frequent=1848; ms 08-31=2553; ms 09-01=4.1; dense legacy-2g ms=2.4 / K7: frequent=1320; ms 08-31=1817; ms 09-01=3.5; dense legacy-2g ms=2.5 / K8: frequent=660; ms 08-31=902; ms 09-01=3.0; dense legacy-2g ms=3.2 / K9: frequent=220; ms 08-31=374; ms 09-01=2.9; dense legacy-2g ms=2.4 / K10: frequent=44; ms 08-31=65; ms 09-01=2.7; dense legacy-2g ms=2.2 / K11: frequent=4; ms 08-31=14; ms 09-01=2.7; dense legacy-2g ms=1.9 / K1=26.5; K2=45.8; K3=5.3; K4=5.5; K5=3145.4; K6=2552.8; K7=1817.4; K8=902.1; K9=373.7; K10=65.2; K11=13.6 / K1=25.7; K2=48.8; K3=5.6; K4=5.3; K5=48.1; K6=4.1; K7=3.5; K8=3.0; K9=2.9; K10=2.7; K11=2.7,bench/results/2026-08-31-3090x2/report.md:41;bench/results/2026-08-31-3090x2/report.md:42;bench/results/2026-08-31-3090x2/report.md:43;bench/results/2026-08-31-3090x2/report.md:44;bench/results/2026-08-31-3090x2/report.md:45;bench/results/2026-08-31-3090x2/report.md:46;bench/results/2026-08-31-3090x2/report.md:47;bench/results/2026-08-31-3090x2/report.md:48;bench/results/2026-08-31-3090x2/report.md:49;bench/results/2026-08-31-3090x2/report.md:50;bench/results/2026-08-31-3090x2/report.md:51;bench/results/2026-09-01-3090x2-sparse/FINDINGS.md:41;bench/results/2026-09-01-3090x2-sparse/FINDINGS.md:42;bench/results/2026-09-01-3090x2-sparse/FINDINGS.md:43;bench/results/2026-09-01-3090x2-sparse/FINDINGS.md:44;bench/results/2026-09-01-3090x2-sparse/FINDINGS.md:45;bench/results/2026-09-01-3090x2-sparse/FINDINGS.md:46;bench/results/2026-09-01-3090x2-sparse/FINDINGS.md:47;bench/results/2026-08-31-3090x2/raw.jsonl:7;bench/results/2026-09-01-3090x2-sparse/raw.jsonl:2,hardware
bench_skewed_rows_nnz_levels,deterministic,candidates/frequent per K,"Per-K n_candidates / n_frequent of bench run 'skew-nnz' (skewed_rows preset, legacy kernel, 2 GPUs, ET_MINER_ROW_BALANCE=nnz, 2 reps); n_frequent is the preset's exact per-K count, n_candidates depends on the code path (0 where the path does not count candidates); report.md per-level count rows share this key.",log:K1: candidates=118; frequent=118 / K2: candidates=0; frequent=717 / K3: candidates=0; frequent=1928 / K4: candidates=0; frequent=2932 / K5: candidates=0; frequent=2683 / K6: candidates=0; frequent=1458 / K7: candidates=0; frequent=443 / K8: candidates=0; frequent=67 / K9: candidates=0; frequent=4 / K1 cand=118 freq=118; K2 cand=0 freq=717; K3 cand=0 freq=1928; K4 cand=0 freq=2932; K5 cand=0 freq=2683; K6 cand=0 freq=1458; K7 cand=0 freq=443; K8 cand=0 freq=67; K9 cand=0 freq=4,bench/results/2026-08-31-3090x2/report.md:57;bench/results/2026-08-31-3090x2/report.md:58;bench/results/2026-08-31-3090x2/report.md:59;bench/results/2026-08-31-3090x2/report.md:60;bench/results/2026-08-31-3090x2/report.md:61;bench/results/2026-08-31-3090x2/report.md:62;bench/results/2026-08-31-3090x2/report.md:63;bench/results/2026-08-31-3090x2/report.md:64;bench/results/2026-08-31-3090x2/report.md:65;bench/results/2026-08-31-3090x2/raw.jsonl:12;bench/results/2026-08-31-3090x2/raw.jsonl:14,rerun
bench_skewed_rows_nnz_level_ms,hardware-dependent,ms per K,"Per-K level times (ms) of bench run 'skew-nnz' (skewed_rows preset, legacy kernel, 2 GPUs, ET_MINER_ROW_BALANCE=nnz, 2 reps); report.md per-level ms rows share this key.",log:26 / 47 / 7 / 16 / 34 / 40 / 22 / 5 / 2 / K1=26.6; K2=48.2; K3=6.2; K4=16.0; K5=33.7; K6=40.6; K7=22.8; K8=5.5; K9=2.1 / K1=25.7; K2=46.6; K3=6.6; K4=16.5; K5=34.0; K6=39.9; K7=21.9; K8=5.0; K9=2.0,bench/results/2026-08-31-3090x2/report.md:57;bench/results/2026-08-31-3090x2/report.md:58;bench/results/2026-08-31-3090x2/report.md:59;bench/results/2026-08-31-3090x2/report.md:60;bench/results/2026-08-31-3090x2/report.md:61;bench/results/2026-08-31-3090x2/report.md:62;bench/results/2026-08-31-3090x2/report.md:63;bench/results/2026-08-31-3090x2/report.md:64;bench/results/2026-08-31-3090x2/report.md:65;bench/results/2026-08-31-3090x2/raw.jsonl:12;bench/results/2026-08-31-3090x2/raw.jsonl:14,hardware
bench_smoke_twophase_levels,deterministic,candidates/frequent per K,"Per-K n_candidates / n_frequent of bench run 'twophase-smoke' (smoke preset, legacy kernel, 2 GPUs, two_phase=True); n_frequent is the preset's exact per-K count, n_candidates depends on the code path (0 where the path does not count candidates); report.md per-level count rows share this key.",log:K1 (phase 1): candidates=118; frequent=118 / K2 (phase 1): candidates=0; frequent=290 / K3 (phase 1): candidates=0; frequent=202 / K4 (phase 1): candidates=0; frequent=22 / K5 (phase 1): candidates=0; frequent=0 / K1 (phase 2): candidates=118; frequent=118 / K2 (phase 2): candidates=0; frequent=290 / K3 (phase 2): candidates=0; frequent=202 / K4 (phase 2): candidates=0; frequent=22 / K5 (phase 2): candidates=0; frequent=0 / K1 cand=118 freq=118; K2 cand=0 freq=290; K3 cand=0 freq=202; K4 cand=0 freq=22; K5 cand=0 freq=0; K1 cand=118 freq=118; K2 cand=0 freq=290; K3 cand=0 freq=202; K4 cand=0 freq=22; K5 cand=0 freq=0,bench/results/2026-08-31-3090x2/report.md:71;bench/results/2026-08-31-3090x2/report.md:72;bench/results/2026-08-31-3090x2/report.md:73;bench/results/2026-08-31-3090x2/report.md:74;bench/results/2026-08-31-3090x2/report.md:75;bench/results/2026-08-31-3090x2/report.md:76;bench/results/2026-08-31-3090x2/report.md:77;bench/results/2026-08-31-3090x2/report.md:78;bench/results/2026-08-31-3090x2/report.md:79;bench/results/2026-08-31-3090x2/report.md:80;bench/results/2026-08-31-3090x2/raw.jsonl:10,rerun
bench_smoke_twophase_level_ms,hardware-dependent,ms per K,"Per-K level times (ms) of bench run 'twophase-smoke' (smoke preset, legacy kernel, 2 GPUs, two_phase=True); report.md per-level ms rows share this key.",log:252 / 48 / 120 / 7 / 0 / 2 / 34 / 87 / 5 / K1=251.7; K2=48.4; K3=119.5; K4=6.9; K5=0.1; K1=1.5; K2=33.9; K3=87.1; K4=5.1; K5=0.1,bench/results/2026-08-31-3090x2/report.md:71;bench/results/2026-08-31-3090x2/report.md:72;bench/results/2026-08-31-3090x2/report.md:73;bench/results/2026-08-31-3090x2/report.md:74;bench/results/2026-08-31-3090x2/report.md:75;bench/results/2026-08-31-3090x2/report.md:76;bench/results/2026-08-31-3090x2/report.md:77;bench/results/2026-08-31-3090x2/report.md:78;bench/results/2026-08-31-3090x2/report.md:79;bench/results/2026-08-31-3090x2/report.md:80;bench/results/2026-08-31-3090x2/raw.jsonl:10,hardware
bench_stress_k2_legacy_1g_levels,deterministic,candidates/frequent per K,"Per-K n_candidates / n_frequent of bench run 'stressk2-legacy-1g' (stress_k2 preset, legacy kernel, 1 GPU, max_length=3, sampled prefilter on (lossy)); n_frequent is the preset's exact per-K count, n_candidates depends on the code path (0 where the path does not count candidates); report.md per-level count rows share this key.","log:K1: candidates=35,000; frequent=35,000 / K2: candidates=612,482,500; frequent=1,660,332 / K3: candidates=1,301,153; frequent=1,301,153 / K1 cand=35000 freq=35000; K2 cand=612482500 freq=1660332; K3 cand=1301153 freq=1301153",bench/results/2026-08-31-3090x2/report.md:86;bench/results/2026-08-31-3090x2/report.md:87;bench/results/2026-08-31-3090x2/report.md:88;bench/results/2026-08-31-3090x2/raw.jsonl:1,rerun
bench_stress_k2_legacy_1g_level_ms,hardware-dependent,ms per K,"Per-K level times (ms) of bench run 'stressk2-legacy-1g' (stress_k2 preset, legacy kernel, 1 GPU, max_length=3, sampled prefilter on (lossy)); report.md per-level ms rows share this key.",log:72 / 175580 / 2046663 / K1=71.9; K2=175580.2; K3=2046663.2,bench/results/2026-08-31-3090x2/report.md:86;bench/results/2026-08-31-3090x2/report.md:87;bench/results/2026-08-31-3090x2/report.md:88;bench/results/2026-08-31-3090x2/raw.jsonl:1,hardware
sw_bench_cupy_version,software,version,"CuPy version asserted in FINDINGS.md for the bench campaigns (14.1.1; the row also restates driver 580.159.03 and 'no P2P - NCCL over SHM'); env.txt has no pip freeze, so it is not machine-verifiable.",log:580.159.03 / CuPy 14.1.1,bench/results/2026-08-31-3090x2/FINDINGS.md:5,setup
bench_tier_equivalence_legs,deterministic,legs passed/total,Tier-equivalence chain result on the smoke preset (7/7 on 2026-08-31; 9/9 on 2026-09-01 after the single- and multi-GPU sparse-CSR legs were added).,log:7/7 / 9/9,bench/results/2026-08-31-3090x2/FINDINGS.md:10;bench/results/2026-09-01-3090x2-sparse/FINDINGS.md:11,rerun
bench_gpu_test_suite_result,software,tests,Full GPU pytest suite result on the bench box (114 passed / 0 failed).,log:114 passed / 0 failed,bench/results/2026-08-31-3090x2/FINDINGS.md:13,rerun
bench_stress_k2_shared_vs_legacy_1g_speedup,hardware-dependent,x,Shared vs legacy kernel speedup on stress_k2 with 1 GPU (2238.8 s -> 253.3 s = 8.8x); the FINDINGS heading '8.8x / 16.3x' is keyed here (its second number is the 2-GPU key).,log:8.8× / 16.3× / 2238.8 s legacy → 253.3 s shared (±1 s over 3 reps); 8.8×,bench/results/2026-08-31-3090x2/FINDINGS.md:22;bench/results/2026-08-31-3090x2/FINDINGS.md:30,hardware
bench_stress_k2_preset_params,method-parameter,preset params,"Parameters of the stress_k2 synthetic preset: 2,000,000 transactions x 35,000 items, min_count 30, mined to K=3.","log:2,000,000 transactions × 35,000 items; min_count 30; K=3",bench/results/2026-08-31-3090x2/FINDINGS.md:24,setup
bench_stress_k2_ml3_candidates_total,deterministic,candidates,"Candidate counts of the exact stress_k2 max_length=3 mining per FINDINGS: 612M at K=2 and ~76 billion at K=3 (raw.jsonl reports 612,482,500 K=2 candidates).",log:612M K=2 candidates; ~76 billion K=3 candidates,bench/results/2026-08-31-3090x2/FINDINGS.md:25,derived
bench_stress_k2_shared_throughput_counts_s,hardware-dependent,support counts/s,"Exact support-count throughput of the shared kernel on stress_k2 (~300M/s on one 3090, ~630M/s on two).",log:≈300M counts/s (1 GPU); ≈630M counts/s (2 GPUs),bench/results/2026-08-31-3090x2/FINDINGS.md:33,hardware
sw_shared_kernel_min_pairs,method-parameter,pairs,Design constant: prefix groups with fewer than 64 pairs are routed to the legacy kernel.,log:64,bench/results/2026-08-31-3090x2/FINDINGS.md:37,setup
bench_stress_k2_legacy_1g_k3_deficit,deterministic,itemsets,"K=3 itemsets missed by the sampled-prefilter legacy-1g stress_k2 run vs the seven exact configs (9,285 = 3,005,770 - 2,996,485; -0.7% of that level).","log:9,285 fewer K=3 itemsets (−0.7%)",bench/results/2026-08-31-3090x2/FINDINGS.md:43,derived
sw_prefilter_reject_factor,method-parameter,x min_count,The sampled prefilter rejected candidates whose sampled estimate was < 0.7 x min_count without exact recount (the lossy prefilter later deleted in commit e84c9d3).,log:0.7×min_count,bench/results/2026-08-31-3090x2/FINDINGS.md:45,setup
sw_sparse_crossover_rule,method-parameter,rule,Dense-bitvector to sparse-CSR crossover rule: switch when mean support < n/32 (FINDINGS 2026-08-31 and README).,log:n/32,bench/results/2026-08-31-3090x2/FINDINGS.md:60;README.md:204,setup
