qkey,category,unit,description,claimed_value_tex,tex_lines,reproducibility
kdist_minc4_k16_count,deterministic,itemsets,Frequent itemsets of length K=16 in the holdmybeer_real run (holdmybeer_real.log K-distribution; K=20..22 also restated as pattern-block headers).,"log:219,052",holdmybeer_real.log:27,rerun
kdist_minc4_k17_count,deterministic,itemsets,Frequent itemsets of length K=17 in the holdmybeer_real run (holdmybeer_real.log K-distribution; K=20..22 also restated as pattern-block headers).,"log:65,356",holdmybeer_real.log:28,rerun
kdist_minc4_k18_count,deterministic,itemsets,Frequent itemsets of length K=18 in the holdmybeer_real run (holdmybeer_real.log K-distribution; K=20..22 also restated as pattern-block headers).,"log:15,343",holdmybeer_real.log:29,rerun
kdist_minc4_k19_count,deterministic,itemsets,Frequent itemsets of length K=19 in the holdmybeer_real run (holdmybeer_real.log K-distribution; K=20..22 also restated as pattern-block headers).,"log:2,722",holdmybeer_real.log:30,rerun
kdist_minc4_k20_count,deterministic,itemsets,Frequent itemsets of length K=20 in the holdmybeer_real run (holdmybeer_real.log K-distribution; K=20..22 also restated as pattern-block headers).,log:342,holdmybeer_real.log:31;holdmybeer_real.log:57,rerun
kdist_minc4_k21_count,deterministic,itemsets,Frequent itemsets of length K=21 in the holdmybeer_real run (holdmybeer_real.log K-distribution; K=20..22 also restated as pattern-block headers).,log:27,holdmybeer_real.log:32;holdmybeer_real.log:43,rerun
kdist_minc4_k22_count,deterministic,itemsets,Frequent itemsets of length K=22 in the holdmybeer_real run (holdmybeer_real.log K-distribution; K=20..22 also restated as pattern-block headers).,log:1,holdmybeer_real.log:33;holdmybeer_real.log:37,rerun
pattern_power_son_k13_1_support,deterministic,proteins,"Support count (proteins) of the 1st listed K=13 itemset of the Power SON run (extreme_mining.log 'DEEPEST PATTERNS' block): plddt_mean_med + PF00271 + PF00270 + GO:0005524 + GO:0005737 + GO:0003677 + GO:0016787 + GO:0006281 + GO:0006310 + GO:0006260 + GO:0009432 + ... (13 members). Candidate for the paper's K=13 'Helicase-Recombinase DNA Repair Module' (pattern_k13_support ~11,000; the paper lists no members, and pattern #2 fits equally).","log:10,916",extreme_mining.log:32,rerun
pattern_power_son_k13_1_support_frac,deterministic,fraction,"Support fraction of the 1st listed K=13 itemset of the Power SON run (extreme_mining.log 'DEEPEST PATTERNS' block): plddt_mean_med + PF00271 + PF00270 + GO:0005524 + GO:0005737 + GO:0003677 + GO:0016787 + GO:0006281 + GO:0006310 + GO:0006260 + GO:0009432 + ... (13 members). Fraction = count / 76,890,945.",log:0.000142,extreme_mining.log:32,derived
pattern_power_son_k13_2_support,deterministic,proteins,"Support count (proteins) of the 2nd listed K=13 itemset of the Power SON run (extreme_mining.log 'DEEPEST PATTERNS' block): plddt_mean_med + PF00271 + PF00270 + GO:0005524 + GO:0046872 + GO:0005737 + GO:0003677 + GO:0016787 + GO:0006281 + GO:0006260 + GO:0009432 + ... (13 members). Candidate for the paper's K=13 'Helicase-Recombinase DNA Repair Module' (pattern_k13_support ~11,000; the paper lists no members, and pattern #1 fits equally).","log:10,913",extreme_mining.log:34,rerun
pattern_power_son_k13_2_support_frac,deterministic,fraction,"Support fraction of the 2nd listed K=13 itemset of the Power SON run (extreme_mining.log 'DEEPEST PATTERNS' block): plddt_mean_med + PF00271 + PF00270 + GO:0005524 + GO:0046872 + GO:0005737 + GO:0003677 + GO:0016787 + GO:0006281 + GO:0006260 + GO:0009432 + ... (13 members). Fraction = count / 76,890,945.",log:0.000142,extreme_mining.log:34,derived
pattern_power_son_k12_1_support,deterministic,proteins,Support count (proteins) of the 1st listed K=12 itemset of the Power SON run (extreme_mining.log 'DEEPEST PATTERNS' block): PF00271 + PF00270 + GO:0005524 + GO:0046872 + GO:0005737 + GO:0003677 + GO:0016787 + GO:0006281 + GO:0006310 + GO:0006260 + GO:0009432 + ... (12 members).,"log:11,007",extreme_mining.log:38,rerun
pattern_power_son_k12_1_support_frac,deterministic,fraction,"Support fraction of the 1st listed K=12 itemset of the Power SON run (extreme_mining.log 'DEEPEST PATTERNS' block): PF00271 + PF00270 + GO:0005524 + GO:0046872 + GO:0005737 + GO:0003677 + GO:0016787 + GO:0006281 + GO:0006310 + GO:0006260 + GO:0009432 + ... (12 members). Fraction = count / 76,890,945.",log:0.000143,extreme_mining.log:38,derived
pattern_power_son_k12_2_support,deterministic,proteins,Support count (proteins) of the 2nd listed K=12 itemset of the Power SON run (extreme_mining.log 'DEEPEST PATTERNS' block): plddt_mean_med + PF00271 + PF00270 + GO:0005524 + GO:0046872 + GO:0005737 + GO:0003677 + GO:0016787 + GO:0006281 + GO:0006310 + GO:0009432 + ... (12 members).,"log:10,978",extreme_mining.log:40,rerun
pattern_power_son_k12_2_support_frac,deterministic,fraction,"Support fraction of the 2nd listed K=12 itemset of the Power SON run (extreme_mining.log 'DEEPEST PATTERNS' block): plddt_mean_med + PF00271 + PF00270 + GO:0005524 + GO:0046872 + GO:0005737 + GO:0003677 + GO:0016787 + GO:0006281 + GO:0006310 + GO:0009432 + ... (12 members). Fraction = count / 76,890,945.",log:0.000143,extreme_mining.log:40,derived
pattern_power_son_k12_3_support,deterministic,proteins,Support count (proteins) of the 3rd listed K=12 itemset of the Power SON run (extreme_mining.log 'DEEPEST PATTERNS' block): plddt_mean_med + PF00271 + PF00270 + GO:0005524 + GO:0046872 + GO:0005737 + GO:0016787 + GO:0006310 + GO:0006260 + GO:0009432 + GO:0043138 + ... (12 members).,"log:10,913",extreme_mining.log:42,rerun
pattern_power_son_k12_3_support_frac,deterministic,fraction,"Support fraction of the 3rd listed K=12 itemset of the Power SON run (extreme_mining.log 'DEEPEST PATTERNS' block): plddt_mean_med + PF00271 + PF00270 + GO:0005524 + GO:0046872 + GO:0005737 + GO:0016787 + GO:0006310 + GO:0006260 + GO:0009432 + GO:0043138 + ... (12 members). Fraction = count / 76,890,945.",log:0.000142,extreme_mining.log:42,derived
pattern_power_son_k12_4_support,deterministic,proteins,Support count (proteins) of the 4th listed K=12 itemset of the Power SON run (extreme_mining.log 'DEEPEST PATTERNS' block): plddt_mean_med + PF00270 + GO:0005524 + GO:0046872 + GO:0005737 + GO:0003677 + GO:0016787 + GO:0006281 + GO:0006310 + GO:0009432 + GO:0043138 + ... (12 members).,"log:10,912",extreme_mining.log:44,rerun
pattern_power_son_k12_4_support_frac,deterministic,fraction,"Support fraction of the 4th listed K=12 itemset of the Power SON run (extreme_mining.log 'DEEPEST PATTERNS' block): plddt_mean_med + PF00270 + GO:0005524 + GO:0046872 + GO:0005737 + GO:0003677 + GO:0016787 + GO:0006281 + GO:0006310 + GO:0009432 + GO:0043138 + ... (12 members). Fraction = count / 76,890,945.",log:0.000142,extreme_mining.log:44,derived
pattern_power_son_k12_5_support_frac,deterministic,fraction,"Support fraction of the 5th listed K=12 itemset of the Power SON run (extreme_mining.log 'DEEPEST PATTERNS' block): PF00905 + PF00912 + GO:0005886 + GO:0006508 + GO:0071555 + GO:0008360 + GO:0009252 + GO:0030288 + GO:0046677 + GO:0008658 + GO:0009002 + ... (12 members). Its protein count (10,494) is keyed to the paper's pattern_k12_support (PF00905 + PF00912 = 'Bacterial Cell Wall Synthase', ~10,500). Fraction = count / 76,890,945.",log:0.000136,extreme_mining.log:46,derived
pattern_power_son_k11_1_support,deterministic,proteins,Support count (proteins) of the 1st listed K=11 itemset of the Power SON run (extreme_mining.log 'DEEPEST PATTERNS' block): plddt_mean_med + PF00271 + PF00270 + GO:0005524 + GO:0005737 + GO:0003677 + GO:0016787 + GO:0006281 + GO:0006310 + GO:0043138 + GO:0043590.,"log:17,686",extreme_mining.log:50,rerun
pattern_power_son_k11_1_support_frac,deterministic,fraction,"Support fraction of the 1st listed K=11 itemset of the Power SON run (extreme_mining.log 'DEEPEST PATTERNS' block): plddt_mean_med + PF00271 + PF00270 + GO:0005524 + GO:0005737 + GO:0003677 + GO:0016787 + GO:0006281 + GO:0006310 + GO:0043138 + GO:0043590. Fraction = count / 76,890,945.",log:0.000230,extreme_mining.log:50,derived
pattern_power_son_k11_2_support,deterministic,proteins,"Support count (proteins) of the 2nd listed K=11 itemset of the Power SON run (extreme_mining.log 'DEEPEST PATTERNS' block): plddt_mean_med + PF00004 + PF10431 + PF17871 + PF02861 + GO:0005524 + GO:0005737 + GO:0016887 + GO:0006508 + GO:0008233 + GO:0034605. Candidate for the paper's K=11 'AAA+ ATPase Proteasome Complex' (pattern_k11_support ~16,000; the paper lists no members, and pattern #3 fits equally).","log:15,886",extreme_mining.log:52,rerun
pattern_power_son_k11_2_support_frac,deterministic,fraction,"Support fraction of the 2nd listed K=11 itemset of the Power SON run (extreme_mining.log 'DEEPEST PATTERNS' block): plddt_mean_med + PF00004 + PF10431 + PF17871 + PF02861 + GO:0005524 + GO:0005737 + GO:0016887 + GO:0006508 + GO:0008233 + GO:0034605. Fraction = count / 76,890,945.",log:0.000207,extreme_mining.log:52,derived
pattern_power_son_k11_3_support,deterministic,proteins,"Support count (proteins) of the 3rd listed K=11 itemset of the Power SON run (extreme_mining.log 'DEEPEST PATTERNS' block): PF00004 + PF07724 + PF10431 + PF17871 + PF02861 + GO:0005524 + GO:0005737 + GO:0016887 + GO:0006508 + GO:0008233 + GO:0034605. Candidate for the paper's K=11 'AAA+ ATPase Proteasome Complex' (pattern_k11_support ~16,000; the paper lists no members, and pattern #2 fits equally).","log:15,886",extreme_mining.log:54,rerun
pattern_power_son_k11_3_support_frac,deterministic,fraction,"Support fraction of the 3rd listed K=11 itemset of the Power SON run (extreme_mining.log 'DEEPEST PATTERNS' block): PF00004 + PF07724 + PF10431 + PF17871 + PF02861 + GO:0005524 + GO:0005737 + GO:0016887 + GO:0006508 + GO:0008233 + GO:0034605. Fraction = count / 76,890,945.",log:0.000207,extreme_mining.log:54,derived
pattern_power_son_k11_4_support,deterministic,proteins,Support count (proteins) of the 4th listed K=11 itemset of the Power SON run (extreme_mining.log 'DEEPEST PATTERNS' block): PF00271 + PF00270 + GO:0005524 + GO:0046872 + GO:0005737 + GO:0003677 + GO:0016787 + GO:0006281 + GO:0006310 + GO:0043138 + GO:0043590.,"log:15,565",extreme_mining.log:56,rerun
pattern_power_son_k11_4_support_frac,deterministic,fraction,"Support fraction of the 4th listed K=11 itemset of the Power SON run (extreme_mining.log 'DEEPEST PATTERNS' block): PF00271 + PF00270 + GO:0005524 + GO:0046872 + GO:0005737 + GO:0003677 + GO:0016787 + GO:0006281 + GO:0006310 + GO:0043138 + GO:0043590. Fraction = count / 76,890,945.",log:0.000202,extreme_mining.log:56,derived
pattern_power_son_k11_5_support,deterministic,proteins,Support count (proteins) of the 5th listed K=11 itemset of the Power SON run (extreme_mining.log 'DEEPEST PATTERNS' block): plddt_mean_med + PF00271 + PF00270 + GO:0046872 + GO:0005737 + GO:0003677 + GO:0016787 + GO:0006281 + GO:0006310 + GO:0043138 + GO:0043590.,"log:15,167",extreme_mining.log:58,rerun
pattern_power_son_k11_5_support_frac,deterministic,fraction,"Support fraction of the 5th listed K=11 itemset of the Power SON run (extreme_mining.log 'DEEPEST PATTERNS' block): plddt_mean_med + PF00271 + PF00270 + GO:0046872 + GO:0005737 + GO:0003677 + GO:0016787 + GO:0006281 + GO:0006310 + GO:0043138 + GO:0043590. Fraction = count / 76,890,945.",log:0.000197,extreme_mining.log:58,derived
pattern_power_son_k10_1_support,deterministic,proteins,Support count (proteins) of the 1st listed K=10 itemset of the Power SON run (extreme_mining.log 'DEEPEST PATTERNS' block): plddt_mean_med + PF00004 + PF07724 + PF10431 + PF17871 + GO:0005524 + GO:0005737 + GO:0016887 + GO:0006508 + GO:0034605.,"log:18,425",extreme_mining.log:62,rerun
pattern_power_son_k10_1_support_frac,deterministic,fraction,"Support fraction of the 1st listed K=10 itemset of the Power SON run (extreme_mining.log 'DEEPEST PATTERNS' block): plddt_mean_med + PF00004 + PF07724 + PF10431 + PF17871 + GO:0005524 + GO:0005737 + GO:0016887 + GO:0006508 + GO:0034605. Fraction = count / 76,890,945.",log:0.000240,extreme_mining.log:62,derived
pattern_power_son_k10_2_support,deterministic,proteins,Support count (proteins) of the 2nd listed K=10 itemset of the Power SON run (extreme_mining.log 'DEEPEST PATTERNS' block): plddt_mean_med + PF00004 + PF07724 + PF10431 + GO:0005524 + GO:0005737 + GO:0016887 + GO:0006508 + GO:0008233 + GO:0034605.,"log:18,313",extreme_mining.log:64,rerun
pattern_power_son_k10_2_support_frac,deterministic,fraction,"Support fraction of the 2nd listed K=10 itemset of the Power SON run (extreme_mining.log 'DEEPEST PATTERNS' block): plddt_mean_med + PF00004 + PF07724 + PF10431 + GO:0005524 + GO:0005737 + GO:0016887 + GO:0006508 + GO:0008233 + GO:0034605. Fraction = count / 76,890,945.",log:0.000238,extreme_mining.log:64,derived
pattern_power_son_k10_3_support,deterministic,proteins,Support count (proteins) of the 3rd listed K=10 itemset of the Power SON run (extreme_mining.log 'DEEPEST PATTERNS' block): plddt_mean_med + PF00905 + PF00912 + GO:0005886 + GO:0006508 + GO:0071555 + GO:0009252 + GO:0008658 + GO:0009002 + GO:0008955.,"log:16,614",extreme_mining.log:66,rerun
pattern_power_son_k10_3_support_frac,deterministic,fraction,"Support fraction of the 3rd listed K=10 itemset of the Power SON run (extreme_mining.log 'DEEPEST PATTERNS' block): plddt_mean_med + PF00905 + PF00912 + GO:0005886 + GO:0006508 + GO:0071555 + GO:0009252 + GO:0008658 + GO:0009002 + GO:0008955. Fraction = count / 76,890,945.",log:0.000216,extreme_mining.log:66,derived
pattern_power_son_k10_4_support,deterministic,proteins,Support count (proteins) of the 4th listed K=10 itemset of the Power SON run (extreme_mining.log 'DEEPEST PATTERNS' block): plddt_mean_med + PF07724 + PF17871 + PF02861 + GO:0005524 + GO:0005737 + GO:0016887 + GO:0006508 + GO:0008233 + GO:0034605.,"log:16,029",extreme_mining.log:68,rerun
pattern_power_son_k10_4_support_frac,deterministic,fraction,"Support fraction of the 4th listed K=10 itemset of the Power SON run (extreme_mining.log 'DEEPEST PATTERNS' block): plddt_mean_med + PF07724 + PF17871 + PF02861 + GO:0005524 + GO:0005737 + GO:0016887 + GO:0006508 + GO:0008233 + GO:0034605. Fraction = count / 76,890,945.",log:0.000208,extreme_mining.log:68,derived
pattern_power_son_k10_5_support,deterministic,proteins,Support count (proteins) of the 5th listed K=10 itemset of the Power SON run (extreme_mining.log 'DEEPEST PATTERNS' block): plddt_mean_med + PF07724 + PF10431 + PF17871 + PF02861 + GO:0005524 + GO:0005737 + GO:0016887 + GO:0008233 + GO:0034605.,"log:15,936",extreme_mining.log:70,rerun
pattern_power_son_k10_5_support_frac,deterministic,fraction,"Support fraction of the 5th listed K=10 itemset of the Power SON run (extreme_mining.log 'DEEPEST PATTERNS' block): plddt_mean_med + PF07724 + PF10431 + PF17871 + PF02861 + GO:0005524 + GO:0005737 + GO:0016887 + GO:0008233 + GO:0034605. Fraction = count / 76,890,945.",log:0.000207,extreme_mining.log:70,derived
pattern_super_son_k2_1_support,deterministic,proteins,"Support count (proteins) of the 1st listed K=2 itemset of the Super SON run (ultra_mining.log 'DEEPEST PATTERNS' block, top-3 per K): plddt_mean_high + GO:0046872.","log:5,453,948",ultra_mining.log:32,rerun
pattern_super_son_k2_1_support_frac,deterministic,fraction,"Support fraction of the 1st listed K=2 itemset of the Super SON run (ultra_mining.log 'DEEPEST PATTERNS' block, top-3 per K): plddt_mean_high + GO:0046872. Fraction = count / 76,890,945.",log:0.07093,ultra_mining.log:32,derived
pattern_super_son_k2_2_support,deterministic,proteins,"Support count (proteins) of the 2nd listed K=2 itemset of the Super SON run (ultra_mining.log 'DEEPEST PATTERNS' block, top-3 per K): plddt_mean_med + GO:0005737.","log:4,257,942",ultra_mining.log:34,rerun
pattern_super_son_k2_2_support_frac,deterministic,fraction,"Support fraction of the 2nd listed K=2 itemset of the Super SON run (ultra_mining.log 'DEEPEST PATTERNS' block, top-3 per K): plddt_mean_med + GO:0005737. Fraction = count / 76,890,945.",log:0.05538,ultra_mining.log:34,derived
pattern_super_son_k2_3_support,deterministic,proteins,"Support count (proteins) of the 3rd listed K=2 itemset of the Super SON run (ultra_mining.log 'DEEPEST PATTERNS' block, top-3 per K): plddt_mean_high + GO:0005524.","log:3,232,658",ultra_mining.log:36,rerun
pattern_super_son_k2_3_support_frac,deterministic,fraction,"Support fraction of the 3rd listed K=2 itemset of the Super SON run (ultra_mining.log 'DEEPEST PATTERNS' block, top-3 per K): plddt_mean_high + GO:0005524. Fraction = count / 76,890,945.",log:0.04204,ultra_mining.log:36,derived
pattern_super_son_k1_1_support,deterministic,proteins,"Support count (proteins) of the 1st listed K=1 itemset of the Super SON run (ultra_mining.log 'DEEPEST PATTERNS' block, top-3 per K): GO:0005737.","log:8,257,363",ultra_mining.log:40,rerun
pattern_super_son_k1_1_support_frac,deterministic,fraction,"Support fraction of the 1st listed K=1 itemset of the Super SON run (ultra_mining.log 'DEEPEST PATTERNS' block, top-3 per K): GO:0005737. Fraction = count / 76,890,945.",log:0.10739,ultra_mining.log:40,derived
pattern_super_son_k1_2_support,deterministic,proteins,"Support count (proteins) of the 2nd listed K=1 itemset of the Super SON run (ultra_mining.log 'DEEPEST PATTERNS' block, top-3 per K): GO:0005829.","log:6,370,846",ultra_mining.log:42,rerun
pattern_super_son_k1_2_support_frac,deterministic,fraction,"Support fraction of the 2nd listed K=1 itemset of the Super SON run (ultra_mining.log 'DEEPEST PATTERNS' block, top-3 per K): GO:0005829. Fraction = count / 76,890,945.",log:0.08286,ultra_mining.log:42,derived
pattern_super_son_k1_3_support,deterministic,proteins,"Support count (proteins) of the 3rd listed K=1 itemset of the Super SON run (ultra_mining.log 'DEEPEST PATTERNS' block, top-3 per K): GO:0003677.","log:5,270,392",ultra_mining.log:44,rerun
pattern_super_son_k1_3_support_frac,deterministic,fraction,"Support fraction of the 3rd listed K=1 itemset of the Super SON run (ultra_mining.log 'DEEPEST PATTERNS' block, top-3 per K): GO:0003677. Fraction = count / 76,890,945.",log:0.06854,ultra_mining.log:44,derived
pattern_opus_k21_1_support,deterministic,proteins,"Support count (proteins) of decoded top-3 itemset #1 at K=21 of the Opus run (godmode_mining.log): plddt_mean_med + PF00271 + PF00270 + GO (18): GO:0005524, GO:0046872, GO:0003677, GO:0016887, GO:1990904, GO:0005730, GO:0006260, GO:0005654, GO:0006397, GO:0045944, GO:0003724, GO:0043138, ... (13 proteins).",log:13,godmode_mining.log:38,rerun
pattern_opus_k21_2_support,deterministic,proteins,"Support count (proteins) of decoded top-3 itemset #2 at K=21 of the Opus run (godmode_mining.log): plddt_mean_med + PF00271 + PF00270 + GO (18): GO:0005524, GO:0005737, GO:0005829, GO:0005634, GO:0016787, GO:0000287, GO:0005739, GO:0000978, GO:0030154, GO:0003697, GO:0003724, GO:0045087, ... (8 proteins; a 21-subset of the K=22 itemset).",log:8,godmode_mining.log:42,rerun
pattern_opus_k21_3_support,deterministic,proteins,"Support count (proteins) of decoded top-3 itemset #3 at K=21 of the Opus run (godmode_mining.log): plddt_mean_med + PF00271 + PF00270 + GO (18): GO:0005524, GO:0005737, GO:0005829, GO:0005634, GO:0016787, GO:0000287, GO:0005739, GO:0000978, GO:0030154, GO:0003697, GO:0003724, GO:0045087, ... (8 proteins; a 21-subset of the K=22 itemset).",log:8,godmode_mining.log:46,rerun
pattern_opus_k20_1_support,deterministic,proteins,"Support count (proteins) of decoded top-3 itemset #1 at K=20 of the Opus run (godmode_mining.log): plddt_mean_med + PF00271 + PF00270 + GO (17): GO:0005524, GO:0005829, GO:0016787, GO:0000287, GO:0005739, GO:0000978, GO:0030154, GO:0003697, GO:0003724, GO:0045087, GO:0030424, GO:0030425, ... (57 proteins).",log:57,godmode_mining.log:52,rerun
pattern_opus_k20_2_support,deterministic,proteins,"Support count (proteins) of decoded top-3 itemset #2 at K=20 of the Opus run (godmode_mining.log): plddt_mean_med + GO (19): GO:0005886, GO:0005829, GO:0008270, GO:0005739, GO:0051301, GO:0005730, GO:0006633, GO:0005874, GO:0045944, GO:0005694, GO:0016042, GO:0003682, GO:0005813, GO:0043161, GO:0000122, GO:0034599, ... (40 proteins).",log:40,godmode_mining.log:56,rerun
pattern_opus_k20_3_support,deterministic,proteins,"Support count (proteins) of decoded top-3 itemset #3 at K=20 of the Opus run (godmode_mining.log): plddt_mean_med + PF00271 + GO (18): GO:0005524, GO:0046872, GO:0003677, GO:0016887, GO:1990904, GO:0005730, GO:0006260, GO:0005654, GO:0006397, GO:0045944, GO:0003724, GO:0043138, GO:0005813, ... (15 proteins).",log:15,godmode_mining.log:59,rerun
pattern_minc4_k21_1_support,deterministic,proteins,"Support count (proteins) of decoded top-3 itemset #1 at K=21 of the holdmybeer_real run (min_count 4); the listed members and the count coincide with pattern_opus_k21_1_support: plddt_mean_med + PF00271 + PF00270 + GO (18): GO:0005524, GO:0046872, GO:0003677, GO:0016887, GO:1990904, GO:0005730, GO:0006260, GO:0005654, GO:0006397, GO:0045944, GO:0003724, GO:0043138, ... (13 proteins).",log:13,holdmybeer_real.log:44,rerun
pattern_minc4_k21_2_support,deterministic,proteins,"Support count (proteins) of decoded top-3 itemset #2 at K=21 of the holdmybeer_real run (min_count 4); the listed members and the count coincide with pattern_opus_k21_2_support: plddt_mean_med + PF00271 + PF00270 + GO (18): GO:0005524, GO:0005737, GO:0005829, GO:0005634, GO:0016787, GO:0000287, GO:0005739, GO:0000978, GO:0030154, GO:0003697, GO:0003724, GO:0045087, ... (8 proteins; a 21-subset of the K=22 itemset).",log:8,holdmybeer_real.log:48,rerun
pattern_minc4_k21_3_support,deterministic,proteins,"Support count (proteins) of decoded top-3 itemset #3 at K=21 of the holdmybeer_real run (min_count 4); the listed members and the count coincide with pattern_opus_k21_3_support: plddt_mean_med + PF00271 + PF00270 + GO (18): GO:0005524, GO:0005737, GO:0005829, GO:0005634, GO:0016787, GO:0000287, GO:0005739, GO:0000978, GO:0030154, GO:0003697, GO:0003724, GO:0045087, ... (8 proteins; a 21-subset of the K=22 itemset).",log:8,holdmybeer_real.log:52,rerun
pattern_minc4_k20_1_support,deterministic,proteins,"Support count (proteins) of decoded top-3 itemset #1 at K=20 of the holdmybeer_real run (min_count 4); the listed members and the count coincide with pattern_opus_k20_1_support: plddt_mean_med + PF00271 + PF00270 + GO (17): GO:0005524, GO:0005829, GO:0016787, GO:0000287, GO:0005739, GO:0000978, GO:0030154, GO:0003697, GO:0003724, GO:0045087, GO:0030424, GO:0030425, ... (57 proteins).",log:57,holdmybeer_real.log:58,rerun
pattern_minc4_k20_2_support,deterministic,proteins,"Support count (proteins) of decoded top-3 itemset #2 at K=20 of the holdmybeer_real run (min_count 4); the listed members and the count coincide with pattern_opus_k20_2_support: plddt_mean_med + GO (19): GO:0005886, GO:0005829, GO:0008270, GO:0005739, GO:0051301, GO:0005730, GO:0006633, GO:0005874, GO:0045944, GO:0005694, GO:0016042, GO:0003682, GO:0005813, GO:0043161, GO:0000122, GO:0034599, ... (40 proteins).",log:40,holdmybeer_real.log:62,rerun
pattern_minc4_k20_3_support,deterministic,proteins,"Support count (proteins) of decoded top-3 itemset #3 at K=20 of the holdmybeer_real run (min_count 4); the listed members and the count coincide with pattern_opus_k20_3_support: plddt_mean_med + PF00271 + GO (18): GO:0005524, GO:0046872, GO:0003677, GO:0016887, GO:1990904, GO:0005730, GO:0006260, GO:0005654, GO:0006397, GO:0045944, GO:0003724, GO:0043138, GO:0005813, ... (15 proteins).",log:15,holdmybeer_real.log:65,rerun
extract_csv_rows,external-fact,rows,"Line count of plddt_metadata.csv printed by the pipeline pre-flight ('pLDDT: 214683830 rows'; wc -l style, includes the header line = dataset_metadata_rows + 1).",log:214683830,pipeline_214m.log:8;watcher.log:17,rerun
extract_progress_dat_parsed,external-fact,records,"Periodic af-extract progress series 'Parsed NNNK DAT records...' (2,025 lines, 100K -> 202500K in steps of 100K, consolidated into one claim row per log); value = the row's own value.",log:100K → 202500K,pipeline_214m.log:11-2035;watcher.log:20-2044,rerun
extract_dat_records,external-fact,records,Annotation records loaded from uniprot_trembl.dat.gz by af-extract ('Loaded 202556314 annotations').,log:202556314,pipeline_214m.log:2036;watcher.log:2045,rerun
extract_dat_pfam_unique,external-fact,domains,"Distinct Pfam domains in the DAT annotations before the pLDDT filter (25,475; cf. dataset_pfam_families_observed = 24,291 among pLDDT-passing proteins).",log:25475,pipeline_214m.log:2036;watcher.log:2045,rerun
extract_dat_go_unique,external-fact,terms,"Distinct GO terms in the DAT annotations before the pLDDT filter (26,536; cf. dataset_go_families_observed = 25,993 among pLDDT-passing proteins).",log:26536,pipeline_214m.log:2036;watcher.log:2045,rerun
extract_csv_accession_col_index,software,column index,Index of the accession column ('accession') in plddt_metadata.csv as detected by af-extract (0).,log:0,pipeline_214m.log:2038;watcher.log:2047,setup
extract_csv_plddt_col_index,software,column index,Index of the pLDDT column ('mean_plddt') in plddt_metadata.csv as detected by af-extract (1).,log:1,pipeline_214m.log:2039;watcher.log:2048,setup
extract_progress_csv_read,deterministic,proteins,"Periodic pLDDT-CSV progress series 'Read NM rows (N passed filter)...' (21 lines, 10M..210M rows); value = proteins passed the pLDDT filter at that point (the row's own value).",log:9566439 / 19130885 / 28709742 / 38287797 / 47865323 / 57442488 / 67021898 / 76600156 / 86178558 / 95756671 / 105334770 / 114912567 / 124492183 / 134070226 / 143648378 / 153228159 / 162806075 / 172385565 / 181963510 / 191542750 / 201120299,pipeline_214m.log:2040;pipeline_214m.log:2041;pipeline_214m.log:2042;pipeline_214m.log:2043;pipeline_214m.log:2044;pipeline_214m.log:2045;pipeline_214m.log:2046;pipeline_214m.log:2047;pipeline_214m.log:2048;pipeline_214m.log:2049;pipeline_214m.log:2050;pipeline_214m.log:2051;pipeline_214m.log:2052;pipeline_214m.log:2053;pipeline_214m.log:2054;pipeline_214m.log:2055;pipeline_214m.log:2056;pipeline_214m.log:2057;pipeline_214m.log:2058;pipeline_214m.log:2059;pipeline_214m.log:2060;watcher.log:2049;watcher.log:2050;watcher.log:2051;watcher.log:2052;watcher.log:2053;watcher.log:2054;watcher.log:2055;watcher.log:2056;watcher.log:2057;watcher.log:2058;watcher.log:2059;watcher.log:2060;watcher.log:2061;watcher.log:2062;watcher.log:2063;watcher.log:2064;watcher.log:2065;watcher.log:2066;watcher.log:2067;watcher.log:2068;watcher.log:2069,rerun
extract_min_plddt,method-parameter,pLDDT,Minimum mean pLDDT for a metadata row to enter the pipeline ('passed pLDDT filter (>= 50)'; af-extract --min-plddt default).,log:50,pipeline_214m.log:2061;watcher.log:2070,setup
extract_plddt_skipped,deterministic,proteins,"Metadata rows skipped by the pLDDT filter (9,063,531 = dataset_metadata_rows - dataset_plddt_pass).",log:9063531,pipeline_214m.log:2061;watcher.log:2070,rerun
extract_progress_transactions_written,deterministic,transactions,"Periodic af-extract progress series 'Written NM transactions...' (205 lines, 1M -> 205M, consolidated into one claim row per log); value = the row's own value.",log:1M → 205M,pipeline_214m.log:2066-2270;watcher.log:2075-2279,rerun
extract_time_s,hardware-dependent,s,af-extract self-timed wall-clock of build-from-metadata ('Time: 3777.0s'); the paper's extract_time_min = 63 is the rounded minutes.,log:3777.0,pipeline_214m.log:2277;watcher.log:2286,hardware
extract_proteins_per_s,hardware-dependent,proteins/s,"af-extract throughput ('54440 proteins/sec' = 205,620,298 / 3,777.0 s).",log:54440,pipeline_214m.log:2277;watcher.log:2286,hardware
extract_wall_real_s,hardware-dependent,time (bash time format),"bash `time` real of pipeline Step 1 (af-extract) ('real 65m31.040s' = 3,931.0 s).",log:65m31.040s,pipeline_214m.log:2279;watcher.log:2288,hardware
extract_wall_user_s,hardware-dependent,time (bash time format),bash `time` user of pipeline Step 1 ('user 62m38.750s').,log:62m38.750s,pipeline_214m.log:2280;watcher.log:2289,hardware
