claim_id,qkey,value,unit,category,file,line,quoted_context
L-288,bench_deep_k_nonccl_wall_s,0.90 s vs 1.34 s,s (nonccl vs NCCL),hardware-dependent,bench/results/2026-09-01-3090x2-sparse/FINDINGS.md,81,`deepk-nonccl` (0.90 s) is faster than NCCL (1.34 s) on this tiny data
L-289,bench_stress_k2_legacy_1g_params,"preset=stress_k2; env={'ET_MINER_KERNEL_VARIANT': 'legacy', 'CUDA_VISIBLE_DEVICES': '0'}; n_gpus=1; sparse_from_k=None; max_length=3; min_support=None; two_phase=False; timeout_s=3600",params,method-parameter,bench/results/2026-08-31-3090x2/raw.jsonl,1,"""id"": ""stressk2-legacy-1g#r0"", ""preset"": ""stress_k2"" … ""result_path"": ""/root/projects/ET-Miner/bench/results/campaign/stressk2-legacy-1g_r0.result.json"""
L-290,bench_stress_k2_legacy_1g_wall_s,2238.846,s wall,hardware-dependent,bench/results/2026-08-31-3090x2/raw.jsonl,1,"stressk2-legacy-1g#r0: ""status"": ""ok"", ""wall_s"": 2238.846"
L-291,bench_stress_k2_legacy_1g_peak_vram_mb,GPU0=17340; GPU1=4,MB peak VRAM,hardware-dependent,bench/results/2026-08-31-3090x2/raw.jsonl,1,"stressk2-legacy-1g#r0: ""peak_vram_mb"": {""0"": 17340, ""1"": 4}"
L-292,bench_stress_k2_legacy_1g_throttle_flags,"0x0000000000000001, 0x0000000000000004",nvml throttle flags,hardware-dependent,bench/results/2026-08-31-3090x2/raw.jsonl,1,"stressk2-legacy-1g#r0: ""throttle_reasons"": [""0x0000000000000001"", ""0x0000000000000004""]"
L-293,bench_stress_k2_legacy_1g_n_itemsets,2996485,n_itemsets,deterministic,bench/results/2026-08-31-3090x2/raw.jsonl,1,"stressk2-legacy-1g#r0: ""motifs_ok"": true, ""n_itemsets"": 2996485"
L-294,bench_stress_k2_legacy_1g_sum_counts,314055259,sum_counts,deterministic,bench/results/2026-08-31-3090x2/raw.jsonl,1,"stressk2-legacy-1g#r0: ""sum_counts"": 314055259"
L-295,bench_stress_k2_legacy_1g_itemset_hash,0b3e8434997fd3b1ec1e95357857b6d575988d0f4d32f478710738887828aca6,sha256 itemset_hash,deterministic,bench/results/2026-08-31-3090x2/raw.jsonl,1,"stressk2-legacy-1g#r0: ""itemset_hash"": ""0b3e8434997fd3b1…"""
L-296,bench_stress_k2_legacy_1g_levels,K1 cand=35000 freq=35000; K2 cand=612482500 freq=1660332; K3 cand=1301153 freq=1301153,per-level candidates/frequent,deterministic,bench/results/2026-08-31-3090x2/raw.jsonl,1,"stressk2-legacy-1g#r0: ""levels"": [{""k"": 1, ""n_candidates"": 35000, ""n_frequent"": 35000 …"
L-297,bench_stress_k2_legacy_1g_level_ms,K1=71.9; K2=175580.2; K3=2046663.2,ms per level,hardware-dependent,bench/results/2026-08-31-3090x2/raw.jsonl,1,"stressk2-legacy-1g#r0: per-level ""ms"" values (rounded to 0.1)"
L-298,bench_deep_k_legacy_1g_params,"preset=deep_k; env={'ET_MINER_KERNEL_VARIANT': 'legacy', 'CUDA_VISIBLE_DEVICES': '0'}; n_gpus=1; sparse_from_k=None; max_length=None; min_support=None; two_phase=False; timeout_s=1800",params,method-parameter,bench/results/2026-08-31-3090x2/raw.jsonl,2,"""id"": ""deepk-legacy-1g#r0"", ""preset"": ""deep_k"" … ""result_path"": ""/root/projects/ET-Miner/bench/results/campaign/deepk-legacy-1g_r0.result.json"""
L-299,bench_deep_k_legacy_1g_wall_s,0.603,s wall,hardware-dependent,bench/results/2026-08-31-3090x2/raw.jsonl,2,"deepk-legacy-1g#r0: ""status"": ""ok"", ""wall_s"": 0.603"
L-300,bench_deep_k_legacy_1g_peak_vram_mb,GPU0=352; GPU1=4,MB peak VRAM,hardware-dependent,bench/results/2026-08-31-3090x2/raw.jsonl,2,"deepk-legacy-1g#r0: ""peak_vram_mb"": {""0"": 352, ""1"": 4}"
L-301,bench_deep_k_legacy_1g_throttle_flags,0x0000000000000001,nvml throttle flags,hardware-dependent,bench/results/2026-08-31-3090x2/raw.jsonl,2,"deepk-legacy-1g#r0: ""throttle_reasons"": [""0x0000000000000001""]"
L-302,bench_deep_k_exact_n_itemsets,8841,n_itemsets,deterministic,bench/results/2026-08-31-3090x2/raw.jsonl,2,"deepk-legacy-1g#r0: ""motifs_ok"": true, ""n_itemsets"": 8841"
L-303,bench_deep_k_exact_sum_counts,266261275,sum_counts,deterministic,bench/results/2026-08-31-3090x2/raw.jsonl,2,"deepk-legacy-1g#r0: ""sum_counts"": 266261275"
L-304,bench_deep_k_exact_itemset_hash,4d2c8d28bcd33cd61f763915e42cb60c0f60f16e1ffec2af32a887faabf47567,sha256 itemset_hash,deterministic,bench/results/2026-08-31-3090x2/raw.jsonl,2,"deepk-legacy-1g#r0: ""itemset_hash"": ""4d2c8d28bcd33cd6…"""
L-305,bench_deep_k_legacy_1g_levels,K1 cand=112 freq=112; K2 cand=6216 freq=471; K3 cand=901 freq=901; K4 cand=1407 freq=1407; K5 cand=1854 freq=1854; K6 cand=1848 freq=1848; K7 cand=1320 freq=1320; K8 cand=660 freq=660; K9 cand=220 freq=220; K10 cand=44 freq=44; K11 cand=4 freq=4,per-level candidates/frequent,deterministic,bench/results/2026-08-31-3090x2/raw.jsonl,2,"deepk-legacy-1g#r0: ""levels"": [{""k"": 1, ""n_candidates"": 112, ""n_frequent"": 112 …"
L-306,bench_deep_k_legacy_1g_level_ms,K1=11.7; K2=3.4; K3=6.0; K4=7.9; K5=10.4; K6=12.3; K7=9.0; K8=5.0; K9=2.1; K10=0.8; K11=0.4,ms per level,hardware-dependent,bench/results/2026-08-31-3090x2/raw.jsonl,2,"deepk-legacy-1g#r0: per-level ""ms"" values (rounded to 0.1)"
L-307,bench_stress_k2_filter_compact_params,"preset=stress_k2; env={'ET_MINER_KERNEL_VARIANT': 'legacy', 'ET_MINER_FILTER_IMPL': 'compact'}; n_gpus=2; sparse_from_k=None; max_length=2; min_support=None; two_phase=False; timeout_s=1800",params,method-parameter,bench/results/2026-08-31-3090x2/raw.jsonl,3,"""id"": ""stressk2-filter-compact#r0"", ""preset"": ""stress_k2"" … ""result_path"": ""/root/projects/ET-Miner/bench/results/campaign/stressk2-filter-compact_r0.result.json"""
L-308,bench_stress_k2_filter_compact_wall_s,89.571,s wall,hardware-dependent,bench/results/2026-08-31-3090x2/raw.jsonl,3,"stressk2-filter-compact#r0: ""status"": ""ok"", ""wall_s"": 89.571"
L-309,bench_stress_k2_filter_compact_peak_vram_mb,GPU0=6918; GPU1=6918,MB peak VRAM,hardware-dependent,bench/results/2026-08-31-3090x2/raw.jsonl,3,"stressk2-filter-compact#r0: ""peak_vram_mb"": {""0"": 6918, ""1"": 6918}"
L-310,bench_stress_k2_filter_compact_throttle_flags,"0x0000000000000001, 0x0000000000000004",nvml throttle flags,hardware-dependent,bench/results/2026-08-31-3090x2/raw.jsonl,3,"stressk2-filter-compact#r0: ""throttle_reasons"": [""0x0000000000000001"", ""0x0000000000000004""]"
L-311,bench_stress_k2_ml2_n_itemsets,1695332,n_itemsets,deterministic,bench/results/2026-08-31-3090x2/raw.jsonl,3,"stressk2-filter-compact#r0: ""motifs_ok"": true, ""n_itemsets"": 1695332"
L-312,bench_stress_k2_ml2_sum_counts,218250884,sum_counts,deterministic,bench/results/2026-08-31-3090x2/raw.jsonl,3,"stressk2-filter-compact#r0: ""sum_counts"": 218250884"
L-313,bench_stress_k2_ml2_itemset_hash,8d989bfcc6e5c745f67108a9b76aacdbe7ae7929ae1df9a0b96a5d2f9dfba006,sha256 itemset_hash,deterministic,bench/results/2026-08-31-3090x2/raw.jsonl,3,"stressk2-filter-compact#r0: ""itemset_hash"": ""8d989bfcc6e5c745…"""
L-314,bench_stress_k2_filter_compact_levels,K1 cand=35000 freq=35000; K2 cand=0 freq=1660332,per-level candidates/frequent,deterministic,bench/results/2026-08-31-3090x2/raw.jsonl,3,"stressk2-filter-compact#r0: ""levels"": [{""k"": 1, ""n_candidates"": 35000, ""n_frequent"": 35000 …"
L-315,bench_stress_k2_filter_compact_level_ms,K1=40.9; K2=86424.3,ms per level,hardware-dependent,bench/results/2026-08-31-3090x2/raw.jsonl,3,"stressk2-filter-compact#r0: per-level ""ms"" values (rounded to 0.1)"
L-316,bench_stress_k2_filter_cupy_params,"preset=stress_k2; env={'ET_MINER_KERNEL_VARIANT': 'legacy', 'ET_MINER_FILTER_IMPL': 'cupy'}; n_gpus=2; sparse_from_k=None; max_length=2; min_support=None; two_phase=False; timeout_s=1800",params,method-parameter,bench/results/2026-08-31-3090x2/raw.jsonl,4,"""id"": ""stressk2-filter-cupy#r0"", ""preset"": ""stress_k2"" … ""result_path"": ""/root/projects/ET-Miner/bench/results/campaign/stressk2-filter-cupy_r0.result.json"""
L-317,bench_stress_k2_filter_cupy_wall_s,89.665,s wall,hardware-dependent,bench/results/2026-08-31-3090x2/raw.jsonl,4,"stressk2-filter-cupy#r0: ""status"": ""ok"", ""wall_s"": 89.665"
L-318,bench_stress_k2_filter_cupy_peak_vram_mb,GPU0=6998; GPU1=6920,MB peak VRAM,hardware-dependent,bench/results/2026-08-31-3090x2/raw.jsonl,4,"stressk2-filter-cupy#r0: ""peak_vram_mb"": {""0"": 6998, ""1"": 6920}"
L-319,bench_stress_k2_filter_cupy_throttle_flags,"0x0000000000000001, 0x0000000000000004",nvml throttle flags,hardware-dependent,bench/results/2026-08-31-3090x2/raw.jsonl,4,"stressk2-filter-cupy#r0: ""throttle_reasons"": [""0x0000000000000001"", ""0x0000000000000004""]"
L-320,bench_stress_k2_ml2_n_itemsets,1695332,n_itemsets,deterministic,bench/results/2026-08-31-3090x2/raw.jsonl,4,"stressk2-filter-cupy#r0: ""motifs_ok"": true, ""n_itemsets"": 1695332"
L-321,bench_stress_k2_ml2_sum_counts,218250884,sum_counts,deterministic,bench/results/2026-08-31-3090x2/raw.jsonl,4,"stressk2-filter-cupy#r0: ""sum_counts"": 218250884"
L-322,bench_stress_k2_ml2_itemset_hash,8d989bfcc6e5c745f67108a9b76aacdbe7ae7929ae1df9a0b96a5d2f9dfba006,sha256 itemset_hash,deterministic,bench/results/2026-08-31-3090x2/raw.jsonl,4,"stressk2-filter-cupy#r0: ""itemset_hash"": ""8d989bfcc6e5c745…"""
L-323,bench_stress_k2_filter_cupy_levels,K1 cand=35000 freq=35000; K2 cand=0 freq=1660332,per-level candidates/frequent,deterministic,bench/results/2026-08-31-3090x2/raw.jsonl,4,"stressk2-filter-cupy#r0: ""levels"": [{""k"": 1, ""n_candidates"": 35000, ""n_frequent"": 35000 …"
L-324,bench_stress_k2_filter_cupy_level_ms,K1=41.4; K2=86467.9,ms per level,hardware-dependent,bench/results/2026-08-31-3090x2/raw.jsonl,4,"stressk2-filter-cupy#r0: per-level ""ms"" values (rounded to 0.1)"
L-325,bench_stress_k2_filter_cpu_params,"preset=stress_k2; env={'ET_MINER_KERNEL_VARIANT': 'legacy', 'ET_MINER_FILTER_IMPL': 'cpu'}; n_gpus=2; sparse_from_k=None; max_length=2; min_support=None; two_phase=False; timeout_s=1800",params,method-parameter,bench/results/2026-08-31-3090x2/raw.jsonl,5,"""id"": ""stressk2-filter-cpu#r0"", ""preset"": ""stress_k2"" … ""result_path"": ""/root/projects/ET-Miner/bench/results/campaign/stressk2-filter-cpu_r0.result.json"""
L-326,bench_stress_k2_filter_cpu_wall_s,90.196,s wall,hardware-dependent,bench/results/2026-08-31-3090x2/raw.jsonl,5,"stressk2-filter-cpu#r0: ""status"": ""ok"", ""wall_s"": 90.196"
L-327,bench_stress_k2_filter_cpu_peak_vram_mb,GPU0=6920; GPU1=6920,MB peak VRAM,hardware-dependent,bench/results/2026-08-31-3090x2/raw.jsonl,5,"stressk2-filter-cpu#r0: ""peak_vram_mb"": {""0"": 6920, ""1"": 6920}"
L-328,bench_stress_k2_filter_cpu_throttle_flags,"0x0000000000000001, 0x0000000000000004",nvml throttle flags,hardware-dependent,bench/results/2026-08-31-3090x2/raw.jsonl,5,"stressk2-filter-cpu#r0: ""throttle_reasons"": [""0x0000000000000001"", ""0x0000000000000004""]"
L-329,bench_stress_k2_ml2_n_itemsets,1695332,n_itemsets,deterministic,bench/results/2026-08-31-3090x2/raw.jsonl,5,"stressk2-filter-cpu#r0: ""motifs_ok"": true, ""n_itemsets"": 1695332"
L-330,bench_stress_k2_ml2_sum_counts,218250884,sum_counts,deterministic,bench/results/2026-08-31-3090x2/raw.jsonl,5,"stressk2-filter-cpu#r0: ""sum_counts"": 218250884"
L-331,bench_stress_k2_ml2_itemset_hash,8d989bfcc6e5c745f67108a9b76aacdbe7ae7929ae1df9a0b96a5d2f9dfba006,sha256 itemset_hash,deterministic,bench/results/2026-08-31-3090x2/raw.jsonl,5,"stressk2-filter-cpu#r0: ""itemset_hash"": ""8d989bfcc6e5c745…"""
L-332,bench_stress_k2_filter_cpu_levels,K1 cand=35000 freq=35000; K2 cand=0 freq=1660332,per-level candidates/frequent,deterministic,bench/results/2026-08-31-3090x2/raw.jsonl,5,"stressk2-filter-cpu#r0: ""levels"": [{""k"": 1, ""n_candidates"": 35000, ""n_frequent"": 35000 …"
L-333,bench_stress_k2_filter_cpu_level_ms,K1=52.0; K2=86704.7,ms per level,hardware-dependent,bench/results/2026-08-31-3090x2/raw.jsonl,5,"stressk2-filter-cpu#r0: per-level ""ms"" values (rounded to 0.1)"
L-334,bench_deep_k_nonccl_params,"preset=deep_k; env={'ET_MINER_KERNEL_VARIANT': 'legacy', 'ET_MINER_DISABLE_NCCL': '1'}; n_gpus=2; sparse_from_k=None; max_length=None; min_support=None; two_phase=False; timeout_s=1800",params,method-parameter,bench/results/2026-08-31-3090x2/raw.jsonl,6,"""id"": ""deepk-nonccl#r0"", ""preset"": ""deep_k"" … ""result_path"": ""/root/projects/ET-Miner/bench/results/campaign/deepk-nonccl_r0.result.json"""
L-335,bench_deep_k_nonccl_wall_s,0.863,s wall,hardware-dependent,bench/results/2026-08-31-3090x2/raw.jsonl,6,"deepk-nonccl#r0: ""status"": ""ok"", ""wall_s"": 0.863"
L-336,bench_deep_k_nonccl_peak_vram_mb,GPU0=310; GPU1=310,MB peak VRAM,hardware-dependent,bench/results/2026-08-31-3090x2/raw.jsonl,6,"deepk-nonccl#r0: ""peak_vram_mb"": {""0"": 310, ""1"": 310}"
L-337,bench_deep_k_nonccl_throttle_flags,(none),nvml throttle flags,hardware-dependent,bench/results/2026-08-31-3090x2/raw.jsonl,6,"deepk-nonccl#r0: ""throttle_reasons"": []"
L-338,bench_deep_k_exact_n_itemsets,8841,n_itemsets,deterministic,bench/results/2026-08-31-3090x2/raw.jsonl,6,"deepk-nonccl#r0: ""motifs_ok"": true, ""n_itemsets"": 8841"
L-339,bench_deep_k_exact_sum_counts,266261275,sum_counts,deterministic,bench/results/2026-08-31-3090x2/raw.jsonl,6,"deepk-nonccl#r0: ""sum_counts"": 266261275"
L-340,bench_deep_k_exact_itemset_hash,4d2c8d28bcd33cd61f763915e42cb60c0f60f16e1ffec2af32a887faabf47567,sha256 itemset_hash,deterministic,bench/results/2026-08-31-3090x2/raw.jsonl,6,"deepk-nonccl#r0: ""itemset_hash"": ""4d2c8d28bcd33cd6…"""
L-341,bench_deep_k_nonccl_levels,K1 cand=112 freq=112; K2 cand=0 freq=471; K3 cand=0 freq=901; K4 cand=0 freq=1407; K5 cand=0 freq=1854; K6 cand=0 freq=1848; K7 cand=0 freq=1320; K8 cand=0 freq=660; K9 cand=0 freq=220; K10 cand=0 freq=44; K11 cand=0 freq=4,per-level candidates/frequent,deterministic,bench/results/2026-08-31-3090x2/raw.jsonl,6,"deepk-nonccl#r0: ""levels"": [{""k"": 1, ""n_candidates"": 112, ""n_frequent"": 112 …"
L-342,bench_deep_k_nonccl_level_ms,K1=20.4; K2=12.8; K3=4.3; K4=4.4; K5=3.1; K6=2.2; K7=2.3; K8=2.2; K9=1.8; K10=2.1; K11=1.7,ms per level,hardware-dependent,bench/results/2026-08-31-3090x2/raw.jsonl,6,"deepk-nonccl#r0: per-level ""ms"" values (rounded to 0.1)"
L-343,bench_deep_k_density_auto_params,preset=deep_k; env={'ET_MINER_KERNEL_VARIANT': 'legacy'}; n_gpus=2; sparse_from_k=auto; max_length=None; min_support=None; two_phase=False; timeout_s=1800,params,method-parameter,bench/results/2026-08-31-3090x2/raw.jsonl,7,"""id"": ""deepk-density-auto#r0"", ""preset"": ""deep_k"" … ""result_path"": ""/root/projects/ET-Miner/bench/results/campaign/deepk-density-auto_r0.result.json"""
L-344,bench_deep_k_density_auto_wall_s,10.431,s wall,hardware-dependent,bench/results/2026-08-31-3090x2/raw.jsonl,7,"deepk-density-auto#r0: ""status"": ""ok"", ""wall_s"": 10.431"
L-345,bench_deep_k_density_auto_peak_vram_mb,GPU0=416; GPU1=416,MB peak VRAM,hardware-dependent,bench/results/2026-08-31-3090x2/raw.jsonl,7,"deepk-density-auto#r0: ""peak_vram_mb"": {""0"": 416, ""1"": 416}"
L-346,bench_deep_k_density_auto_throttle_flags,(none),nvml throttle flags,hardware-dependent,bench/results/2026-08-31-3090x2/raw.jsonl,7,"deepk-density-auto#r0: ""throttle_reasons"": []"
L-347,bench_deep_k_exact_n_itemsets,8841,n_itemsets,deterministic,bench/results/2026-08-31-3090x2/raw.jsonl,7,"deepk-density-auto#r0: ""motifs_ok"": true, ""n_itemsets"": 8841"
L-348,bench_deep_k_exact_sum_counts,266261275,sum_counts,deterministic,bench/results/2026-08-31-3090x2/raw.jsonl,7,"deepk-density-auto#r0: ""sum_counts"": 266261275"
L-349,bench_deep_k_exact_itemset_hash,4d2c8d28bcd33cd61f763915e42cb60c0f60f16e1ffec2af32a887faabf47567,sha256 itemset_hash,deterministic,bench/results/2026-08-31-3090x2/raw.jsonl,7,"deepk-density-auto#r0: ""itemset_hash"": ""4d2c8d28bcd33cd6…"""
L-350,bench_deep_k_density_auto_levels,K1 cand=112 freq=112; K2 cand=0 freq=471; K3 cand=0 freq=901; K4 cand=0 freq=1407; K5 cand=0 freq=1854; K6 cand=0 freq=1848; K7 cand=0 freq=1320; K8 cand=0 freq=660; K9 cand=0 freq=220; K10 cand=0 freq=44; K11 cand=0 freq=4,per-level candidates/frequent,deterministic,bench/results/2026-08-31-3090x2/raw.jsonl,7,"deepk-density-auto#r0: ""levels"": [{""k"": 1, ""n_candidates"": 112, ""n_frequent"": 112 …"
L-351,bench_deep_k_density_auto_level_ms,K1=26.5; K2=45.8; K3=5.3; K4=5.5; K5=3145.4; K6=2552.8; K7=1817.4; K8=902.1; K9=373.7; K10=65.2; K11=13.6,ms per level,hardware-dependent,bench/results/2026-08-31-3090x2/raw.jsonl,7,"deepk-density-auto#r0: per-level ""ms"" values (rounded to 0.1)"
L-352,bench_deep_k_prefilter_off_params,"preset=deep_k; env={'ET_MINER_KERNEL_VARIANT': 'legacy', 'CUDA_VISIBLE_DEVICES': '0', 'ET_MINER_DISABLE_PREFILTER': '1'}; n_gpus=1; sparse_from_k=None; max_length=None; min_support=None; two_phase=False; timeout_s=1800",params,method-parameter,bench/results/2026-08-31-3090x2/raw.jsonl,8,"""id"": ""deepk-prefilter-off#r0"", ""preset"": ""deep_k"" … ""result_path"": ""/root/projects/ET-Miner/bench/results/campaign/deepk-prefilter-off_r0.result.json"""
L-353,bench_deep_k_prefilter_off_wall_s,0.609,s wall,hardware-dependent,bench/results/2026-08-31-3090x2/raw.jsonl,8,"deepk-prefilter-off#r0: ""status"": ""ok"", ""wall_s"": 0.609"
L-354,bench_deep_k_prefilter_off_peak_vram_mb,GPU0=352; GPU1=4,MB peak VRAM,hardware-dependent,bench/results/2026-08-31-3090x2/raw.jsonl,8,"deepk-prefilter-off#r0: ""peak_vram_mb"": {""0"": 352, ""1"": 4}"
L-355,bench_deep_k_prefilter_off_throttle_flags,(none),nvml throttle flags,hardware-dependent,bench/results/2026-08-31-3090x2/raw.jsonl,8,"deepk-prefilter-off#r0: ""throttle_reasons"": []"
L-356,bench_deep_k_exact_n_itemsets,8841,n_itemsets,deterministic,bench/results/2026-08-31-3090x2/raw.jsonl,8,"deepk-prefilter-off#r0: ""motifs_ok"": true, ""n_itemsets"": 8841"
L-357,bench_deep_k_exact_sum_counts,266261275,sum_counts,deterministic,bench/results/2026-08-31-3090x2/raw.jsonl,8,"deepk-prefilter-off#r0: ""sum_counts"": 266261275"
L-358,bench_deep_k_exact_itemset_hash,4d2c8d28bcd33cd61f763915e42cb60c0f60f16e1ffec2af32a887faabf47567,sha256 itemset_hash,deterministic,bench/results/2026-08-31-3090x2/raw.jsonl,8,"deepk-prefilter-off#r0: ""itemset_hash"": ""4d2c8d28bcd33cd6…"""
L-359,bench_deep_k_prefilter_off_levels,K1 cand=112 freq=112; K2 cand=6216 freq=471; K3 cand=901 freq=901; K4 cand=1407 freq=1407; K5 cand=1854 freq=1854; K6 cand=1848 freq=1848; K7 cand=1320 freq=1320; K8 cand=660 freq=660; K9 cand=220 freq=220; K10 cand=44 freq=44; K11 cand=4 freq=4,per-level candidates/frequent,deterministic,bench/results/2026-08-31-3090x2/raw.jsonl,8,"deepk-prefilter-off#r0: ""levels"": [{""k"": 1, ""n_candidates"": 112, ""n_frequent"": 112 …"
L-360,bench_deep_k_prefilter_off_level_ms,K1=11.4; K2=3.4; K3=6.0; K4=7.9; K5=12.4; K6=11.5; K7=9.0; K8=5.2; K9=2.1; K10=0.8; K11=0.4,ms per level,hardware-dependent,bench/results/2026-08-31-3090x2/raw.jsonl,8,"deepk-prefilter-off#r0: per-level ""ms"" values (rounded to 0.1)"
L-361,bench_deep_k_single_prefilter_on_params,"preset=deep_k; env={'ET_MINER_KERNEL_VARIANT': 'legacy', 'CUDA_VISIBLE_DEVICES': '0'}; n_gpus=1; sparse_from_k=None; max_length=None; min_support=None; two_phase=False; timeout_s=1800",params,method-parameter,bench/results/2026-08-31-3090x2/raw.jsonl,9,"""id"": ""deepk-single-prefilter-on#r0"", ""preset"": ""deep_k"" … ""result_path"": ""/root/projects/ET-Miner/bench/results/campaign/deepk-single-prefilter-on_r0.result.json"""
L-362,bench_deep_k_single_prefilter_on_wall_s,0.592,s wall,hardware-dependent,bench/results/2026-08-31-3090x2/raw.jsonl,9,"deepk-single-prefilter-on#r0: ""status"": ""ok"", ""wall_s"": 0.592"
L-363,bench_deep_k_single_prefilter_on_peak_vram_mb,GPU0=352; GPU1=4,MB peak VRAM,hardware-dependent,bench/results/2026-08-31-3090x2/raw.jsonl,9,"deepk-single-prefilter-on#r0: ""peak_vram_mb"": {""0"": 352, ""1"": 4}"
L-364,bench_deep_k_single_prefilter_on_throttle_flags,0x0000000000000001,nvml throttle flags,hardware-dependent,bench/results/2026-08-31-3090x2/raw.jsonl,9,"deepk-single-prefilter-on#r0: ""throttle_reasons"": [""0x0000000000000001""]"
L-365,bench_deep_k_exact_n_itemsets,8841,n_itemsets,deterministic,bench/results/2026-08-31-3090x2/raw.jsonl,9,"deepk-single-prefilter-on#r0: ""motifs_ok"": true, ""n_itemsets"": 8841"
L-366,bench_deep_k_exact_sum_counts,266261275,sum_counts,deterministic,bench/results/2026-08-31-3090x2/raw.jsonl,9,"deepk-single-prefilter-on#r0: ""sum_counts"": 266261275"
L-367,bench_deep_k_exact_itemset_hash,4d2c8d28bcd33cd61f763915e42cb60c0f60f16e1ffec2af32a887faabf47567,sha256 itemset_hash,deterministic,bench/results/2026-08-31-3090x2/raw.jsonl,9,"deepk-single-prefilter-on#r0: ""itemset_hash"": ""4d2c8d28bcd33cd6…"""
L-368,bench_deep_k_single_prefilter_on_levels,K1 cand=112 freq=112; K2 cand=6216 freq=471; K3 cand=901 freq=901; K4 cand=1407 freq=1407; K5 cand=1854 freq=1854; K6 cand=1848 freq=1848; K7 cand=1320 freq=1320; K8 cand=660 freq=660; K9 cand=220 freq=220; K10 cand=44 freq=44; K11 cand=4 freq=4,per-level candidates/frequent,deterministic,bench/results/2026-08-31-3090x2/raw.jsonl,9,"deepk-single-prefilter-on#r0: ""levels"": [{""k"": 1, ""n_candidates"": 112, ""n_frequent"": 112 …"
L-369,bench_deep_k_single_prefilter_on_level_ms,K1=11.4; K2=2.9; K3=5.9; K4=7.8; K5=10.4; K6=12.2; K7=8.8; K8=4.9; K9=2.2; K10=0.8; K11=0.4,ms per level,hardware-dependent,bench/results/2026-08-31-3090x2/raw.jsonl,9,"deepk-single-prefilter-on#r0: per-level ""ms"" values (rounded to 0.1)"
L-370,bench_smoke_twophase_params,preset=smoke; env={'ET_MINER_KERNEL_VARIANT': 'legacy'}; n_gpus=2; sparse_from_k=None; max_length=None; min_support=None; two_phase=True; timeout_s=1800,params,method-parameter,bench/results/2026-08-31-3090x2/raw.jsonl,10,"""id"": ""twophase-smoke#r0"", ""preset"": ""smoke"" … ""result_path"": ""/root/projects/ET-Miner/bench/results/campaign/twophase-smoke_r0.result.json"""
L-371,bench_smoke_twophase_wall_s,1.582,s wall,hardware-dependent,bench/results/2026-08-31-3090x2/raw.jsonl,10,"twophase-smoke#r0: ""status"": ""ok"", ""wall_s"": 1.582"
L-372,bench_smoke_twophase_peak_vram_mb,GPU0=408; GPU1=408,MB peak VRAM,hardware-dependent,bench/results/2026-08-31-3090x2/raw.jsonl,10,"twophase-smoke#r0: ""peak_vram_mb"": {""0"": 408, ""1"": 408}"
L-373,bench_smoke_twophase_throttle_flags,0x0000000000000001,nvml throttle flags,hardware-dependent,bench/results/2026-08-31-3090x2/raw.jsonl,10,"twophase-smoke#r0: ""throttle_reasons"": [""0x0000000000000001""]"
L-374,bench_smoke_twophase_n_itemsets,632,n_itemsets,deterministic,bench/results/2026-08-31-3090x2/raw.jsonl,10,"twophase-smoke#r0: ""motifs_ok"": true, ""n_itemsets"": 632"
L-375,bench_smoke_twophase_sum_counts,1049580,sum_counts,deterministic,bench/results/2026-08-31-3090x2/raw.jsonl,10,"twophase-smoke#r0: ""sum_counts"": 1049580"
L-376,bench_smoke_twophase_itemset_hash,ea17ea26fd0e44f735b62a5699d1227477965905ff34068203ac513aaee6deee,sha256 itemset_hash,deterministic,bench/results/2026-08-31-3090x2/raw.jsonl,10,"twophase-smoke#r0: ""itemset_hash"": ""ea17ea26fd0e44f7…"""
L-377,bench_smoke_twophase_levels,K1 cand=118 freq=118; K2 cand=0 freq=290; K3 cand=0 freq=202; K4 cand=0 freq=22; K5 cand=0 freq=0; K1 cand=118 freq=118; K2 cand=0 freq=290; K3 cand=0 freq=202; K4 cand=0 freq=22; K5 cand=0 freq=0,per-level candidates/frequent,deterministic,bench/results/2026-08-31-3090x2/raw.jsonl,10,"twophase-smoke#r0: ""levels"": [{""k"": 1, ""n_candidates"": 118, ""n_frequent"": 118 …"
L-378,bench_smoke_twophase_level_ms,K1=251.7; K2=48.4; K3=119.5; K4=6.9; K5=0.1; K1=1.5; K2=33.9; K3=87.1; K4=5.1; K5=0.1,ms per level,hardware-dependent,bench/results/2026-08-31-3090x2/raw.jsonl,10,"twophase-smoke#r0: per-level ""ms"" values (rounded to 0.1)"
L-379,bench_skewed_rows_rows_params,"preset=skewed_rows; env={'ET_MINER_KERNEL_VARIANT': 'legacy', 'ET_MINER_ROW_BALANCE': 'rows'}; n_gpus=2; sparse_from_k=None; max_length=None; min_support=None; two_phase=False; timeout_s=1800",params,method-parameter,bench/results/2026-08-31-3090x2/raw.jsonl,11,"""id"": ""skew-rows#r0"", ""preset"": ""skewed_rows"" … ""result_path"": ""/root/projects/ET-Miner/bench/results/campaign/skew-rows_r0.result.json"""
L-380,bench_skewed_rows_rows_wall_s,1.435,s wall,hardware-dependent,bench/results/2026-08-31-3090x2/raw.jsonl,11,"skew-rows#r0: ""status"": ""ok"", ""wall_s"": 1.435"
