qkey,category,unit,description,claimed_value_tex,tex_lines,reproducibility
run_v35k_power_kmax,deterministic,K,K reached by the 35K power test before it apparently stalled (4).,review:4,review_b1_hostile.md:119,rerun
kdist_v35k_power_k4_count,deterministic,itemsets,K=4 itemsets of the 35K power test (17.4M; '17M+').,review:17.4M / 17M+,review_b1_hostile.md:119;review_b1_hostile.md:279,rerun
meta_review_f3_severity_minor1,external-fact,severity /10,F3 severity of minor m1 (triplicate boundary instability): 3/10.,review:3/10,review_b1_hostile.md:151,external
run_v35k_run1_itemsets,deterministic,itemsets,"Itemset total of 35K Direct-GPU run 1 (606,319).","review:606,319",review_b1_hostile.md:153,rerun
run_v35k_run2_itemsets,deterministic,itemsets,"Itemset total of 35K Direct-GPU run 2 (606,293).","review:606,293",review_b1_hostile.md:153,rerun
run_v35k_run3_itemsets,deterministic,itemsets,"Itemset total of 35K Direct-GPU run 3 (606,263).","review:606,263",review_b1_hostile.md:153,rerun
kdist_v35k_k16_count,deterministic,itemsets,"Itemsets of length K=16 in the 35K run (152, stable across the triplicate).",review:152,review_b1_hostile.md:153,rerun
meta_review_f3_severity_minor2,external-fact,severity /10,F3 severity of minor m2 (35K vocabulary undocumented): 5/10.,review:5/10,review_b1_hostile.md:157,external
vocab_v1_go_mf,deterministic,items,GO:MF item count of the v1 manuscript's Table 1 (302).,review:302,review_b1_hostile.md:159,external
vocab_v1_go_bp,deterministic,items,GO:BP item count of the v1 manuscript's Table 1 (289).,review:289,review_b1_hostile.md:159,external
vocab_v1_go_cc,deterministic,items,GO:CC item count of the v1 manuscript's Table 1 (161).,review:161,review_b1_hostile.md:159,external
kdist_v35k_k1_count,deterministic,itemsets,"Frequent items (K=1) of the 35K run (34,920 = the whole vocabulary).","review:34,920",review_b1_hostile.md:159,rerun
misc_v35k_hypothetical_feature_support_range,deterministic,proteins,"Hypothetical support range of most new 35K features in F3's dilution argument (1,093-2,000 proteins).","review:1,093-2,000",review_b1_hostile.md:162,external
meta_review_f3_severity_minor3,external-fact,severity /10,F3 severity of minor m3 (multi-GPU row-splitting approximation): 5/10.,review:5/10,review_b1_hostile.md:165,external
run_v35k_wave3_local_min_count,method-parameter,proteins,"Per-GPU local threshold of the wave-3 run (27,307 for global 109,225; wave3_base_partial.log:18).","review:27,307",review_b1_hostile.md:167,setup
run_v35k_gpu_row_fraction,method-parameter,fraction,Share of the transactions seen by each GPU under 4-way row-splitting (1/4).,review:1/4,review_b1_hostile.md:169,derived
alg_local_min_count_rule,method-parameter,formula,Local threshold rule of the multi-GPU row-split: local_min_count = global_min_count / n_gpus (global/4).,review:global/4,review_b1_hostile.md:169,setup
meta_review_f3_severity_minor4,external-fact,severity /10,F3 severity of minor m4 (vocabulary expansion unmotivated): 4/10.,review:4/10,review_b1_hostile.md:173,external
ext_go_protein_binding_prevalence_pct,external-fact,%,Reviewer's figure for the share of all proteins annotated with GO:0005515 protein binding (~60%).,review:~60%,review_b1_hostile.md:177,external
misc_go_protein_binding_trivial_cooccurrences,deterministic,co-occurrences,Order of magnitude of trivial co-occurrences F3 attributes to GO:0005515 ('millions').,review:millions,review_b1_hostile.md:177,external
misc_v35k_hypothetical_median_feature_frequency,deterministic,proteins,Hypothetical median feature frequency threshold in F3's noise-floor argument (< 2x min_count).,review:<2x min_count,review_b1_hostile.md:179,external
meta_review_f3_severity_minor5,external-fact,severity /10,F3 severity of minor m5 (21.4x speedup now secondary) in review v2: 2/10.,review:2/10,review_b1_hostile.md:181,external
meta_review_f3_severity_minor5_v1,external-fact,severity /10,F3 severity of minor m5 in review v1: 4/10.,review:4/10,review_b1_hostile.md:181,external
meta_review_f3_severity_minor6,external-fact,severity /10,F3 severity of minor m6 ('bell curve' terminology): 3/10.,review:3/10,review_b1_hostile.md:185,external
meta_review_f3_severity_minor7,external-fact,severity /10,F3 severity of minor m7 (intermediate discoveries lack quantitative validation): 3/10.,review:3/10,review_b1_hostile.md:189,external
meta_review_f3_severity_minor8,external-fact,severity /10,F3 severity of minor m8 (no closed/maximal itemset analysis): 4/10.,review:4/10,review_b1_hostile.md:193,external
meta_review_f3_severity_minor9,external-fact,severity /10,F3 severity of minor m9 (title vs annotations): 3/10.,review:3/10,review_b1_hostile.md:197,external
meta_review_f3_severity_minor10,external-fact,severity /10,F3 severity of minor m10 (no cuML/RAPIDS comparison): 2/10.,review:2/10,review_b1_hostile.md:201,external
meta_review_f3_severity_minor11,external-fact,severity /10,F3 severity of minor m11 (multi-GPU claims incompletely substantiated) in review v2: 3/10.,review:3/10,review_b1_hostile.md:205,external
meta_review_f3_severity_minor11_v1,external-fact,severity /10,F3 severity of minor m11 in review v1: 5/10.,review:5/10,review_b1_hostile.md:205,external
run_v35k_bitvec_build_time_s,hardware-dependent,s,Bitvector build time across the 35K runs (8.9-12.9 s).,review:8.9-12.9,review_b1_hostile.md:207,hardware
meta_review_f3_severity_minor12,external-fact,severity /10,F3 severity of minor m12 (runtime comparison across scales inconsistent): 4/10.,review:4/10,review_b1_hostile.md:209,external
run_v35k_time_min,hardware-dependent,min,Wall-clock of the 35K run in minutes as tabulated by F3 (10.9 min = run_v35k_time_s / 60).,review:10.9,review_b1_hostile.md:214;review_b1_hostile.md:321,hardware
run_v35k_vs_opus_gpu_ratio,hardware-dependent,x,GPU count of the 35K run relative to the Opus run (4x).,review:4x,review_b1_hostile.md:216,derived
run_v35k_vs_opus_support_ratio,method-parameter,x,Support threshold of the 35K run relative to the Opus run (0.001% / 0.00001% = 100x).,review:100x,review_b1_hostile.md:216,derived
run_v35k_vs_opus_time_ratio,hardware-dependent,relative,Runtime of the 35K run relative to the Opus run ('50% longer'; 10.9 / 7.3 min).,review:50%,review_b1_hostile.md:216,derived
mem_v35k_bitvec_per_gpu_gb,deterministic,GB,"Bitvector matrix size per GPU for the 35K run under 4-way row-splitting (~119 GB, power_test log line 3; also quoted as the size that would have to fit a single H200).",review:~119,review_b1_hostile.md:224;review_b1_hostile.md:271,derived
meta_review_f3_vocab_scales,external-fact,scales,F3: number of vocabulary scales at which the method was demonstrated (two: 1K and 35K).,review:2 (two) / 2 (Two),review_b1_hostile.md:236;review_b1_hostile.md:313,external
meta_review_f3_hardware_configs,hardware-dependent,configurations,F3: number of hardware configurations demonstrated (two: 1xH100 and 4xH200).,review:2 (two),review_b1_hostile.md:236,external
null_depleted_k,deterministic,K,K level at which the biological itemset count lies below the null mean in both the 1K (5-perm) and 35K (2-perm) null models (2).,review:2,review_b1_hostile.md:248,derived
run_v35k_null_enriched_from_k,deterministic,K,Smallest K from which the 35K biological counts exceed the null (>=3).,review:>=3,review_b1_hostile.md:248,derived
cost_null_perms_cloud_usd,hardware-dependent,USD,F3 estimate of the cloud H200 cost of the requested permutation runs (~$50-100).,review:~$50-100,review_b1_hostile.md:267,external
misc_v35k_minc8_hypothetical_kmax,deterministic,K,"Hypothetical K_max outcomes of a 35K run at min_count=8 that F3 requests (~17 if unchanged, 22 if threshold-driven).",review:~17 / 22,review_b1_hostile.md:271,external
run_v35k_closed_itemsets,deterministic,itemsets,"Closed-itemset count for the 35K run; not computed, reviewer's projection 50K-100K from the 606K raw total.",review:50K-100K,review_b1_hostile.md:287,derived
misc_f3_prune_analysis_k,deterministic,K,K threshold of the multi-GPU pruning analysis F3 requests (K>=5).,review:>=5,review_b1_hostile.md:291,external
null_kmax_bio_ratio,deterministic,x,"run_opus_kmax / null_kmax for the 1K vocabulary (22/6, reviewer: ~3.5x).",review:~3.5x,review_b1_hostile.md:317,derived
null_v35k2perm_kmax_bio_ratio,deterministic,x,"run_v35k_kmax / run_v35k_null_kmax for the 35K vocabulary (17/5, reviewer: ~3.4x).",review:~3.4x,review_b1_hostile.md:317,derived
run_v35k_vs_opus_throughput_ratio,hardware-dependent,x,Reviewer's normalised throughput ratio: feature-transaction products per GPU-second of the 35K run vs the 1K run (~50x).,review:~50x,review_b1_hostile.md:321,derived
